Country,1743,1744,1745,1746,1747,1748,1749,1750,1751,1752,1753,1754,1755,1756,1757,1758,1759,1760,1761,1762,1763,1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Albania,8.62,14.061875,5.58825,,,,,13.09790909,13.57325,8.239833333,12.557,12.54816667,12.32258333,13.02591667,12.73033333,11.44433333,12.49291667,12.155,12.87625,12.70025,12.02483333,12.86416667,12.73725,12.60141667,12.16966667,11.34233333,12.39516667,12.37641667,12.37083333,13.71141667,12.693,12.89633333,13.22175,12.20591667,12.22016667,13.15133333,13.18166667,12.91841667,12.99941667,12.18633333,12.65683333,12.33891667,11.78358333,12.14241667,12.74675,12.82316667,12.57408333,12.798,13.16825,12.56183333,12.29325,12.97958333,12.59333333,12.753,13.34225,12.946,12.26116667,12.98666667,13.44183333,13.52225,12.40833333,12.77258333,11.79358333,12.9225,13.11266667,11.61983333,11.94908333,12.339,12.77858333,11.59133333,11.83683333,11.609,11.82925,11.41133333,12.07458333,12.47558333,12.38183333,12.43658333,12.23716667,13.0275,12.35941667,12.97975,12.382,12.21758333,12.75833333,12.52291667,11.59891667,12.36025,12.32333333,11.60016667,12.25033333,12.78783333,11.70458333,12.31083333,11.40958333,11.59833333,12.20233333,11.74466667,13.0735,12.03741667,12.49358333,12.08983333,12.41,13.40866667,12.04066667,12.70541667,12.18958333,11.73466667,12.3155,12.74458333,12.81116667,11.95166667,12.33358333,12.06075,11.99466667,11.50541667,12.67583333,12.69391667,12.51008333,12.93866667,13.16608333,11.73975,12.41566667,12.80233333,12.66558333,12.73975,12.53483333,12.01025,11.85958333,13.29183333,12.853,11.94616667,11.50583333,12.65766667,12.4025,12.60383333,12.32533333,12.31683333,12.02341667,12.52041667,11.93175,11.8215,12.64175,12.67575,12.516,11.82016667,12.04158333,12.14058333,12.03408333,12.6795,11.70233333,12.3245,12.401,12.1185,12.2895,12.89491667,12.58608333,13.06858333,12.44958333,12.48266667,12.54383333,12.52933333,12.16383333,12.17975,12.22366667,12.24725,12.55983333,12.66483333,12.48358333,12.05783333,12.35216667,12.01583333,12.69041667,13.55016667,12.68416667,12.73125,12.3205,12.6975,12.511,12.6705,13.31333333,12.552,12.69066667,13.2525,13.61841667,12.89708333,12.023,13.20683333,12.6615,12.58366667,12.01058333,13.524,12.94275,13.11833333,13.25375,12.61433333,13.05775,11.5825,12.05558333,12.306,13.19725,12.44741667,12.94458333,13.4725,13.39541667,12.75391667,12.51825,13.81283333,13.56983333,13.57391667,12.58633333,12.45008333,13.14808333,12.17233333,13.07841667,13.1945,12.40558333,13.33508333,13.31675,13.06875,13.08583333,12.51533333,12.37841667,13.20458333,12.62175,12.86958333,12.80291667,12.83966667,12.53441667,12.60825,12.48666667,12.55983333,12.56841667,12.03625,13.22325,12.26358333,12.98916667,12.16208333,12.57866667,13.01525,12.51091667,12.64075,12.94816667,13.05641667,12.99658333,13.04408333,12.80383333,13.46866667,12.33883333,13.08466667,13.12258333,14.09966667,12.78208333,12.7365,12.90091667,13.31125,13.65375,13.74658333,13.69041667,13.55991667,13.62658333,13.25816667,12.74708333,12.97691667,13.8905,13.95516667,13.84425,13.77541667,13.44325,13.76825,,,21.63209877,14.59200554,17.12081891,17.18308856,17.73143583,17.17967396,17.51600213,16.40429816,15.90722644,15.35973253,16.27847009,15.93518141,16.05915008,15.83601226,15.47071279,15.70347214,15.74500092,15.87443139,16.0170482,15.95619945,15.73821827,16.63834671,16.41197052,11.29220714
Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.274625,10.343,23.51990909,22.91566667,23.12958333,22.90716667,22.73725,22.78175,23.07354545,22.988,22.79516667,23.18316667,23.23058333,23.33558333,23.31866667,23.47941667,23.72,23.54525,23.04391667,22.87508333,22.82541667,22.14008333,21.7425,21.65658333,21.8815,21.69783333,22.23591667,21.92183333,22.1265,21.67966667,22.32383333,22.83141667,22.24658333,22.38991667,22.67725,22.85425,22.46183333,22.92125,22.80958333,22.73466667,22.89308333,22.90025,22.67975,23.03875,22.67808333,22.49475,22.59691667,22.90458333,22.0845,22.35841667,22.2445,22.603,22.43716667,22.73458333,22.58875,22.81408333,22.84108333,22.59158333,22.50116667,23.22733333,22.68025,22.38341667,22.70425,22.58733333,22.73333333,22.85658333,22.77058333,22.48116667,22.66008333,22.58,22.37325,23.03233333,22.66383333,22.49383333,22.56008333,22.7365,22.44116667,23.01225,22.84883333,22.92575,23.35025,22.50691667,22.775,22.86725,22.74766667,22.79533333,22.79433333,22.72325,22.55491667,22.85241667,22.9615,23.54816667,22.68766667,22.594,23.46166667,22.58625,22.47091667,22.081,22.20625,22.272,22.63041667,22.5095,22.34883333,21.91808333,22.246,22.86058333,23.08758333,22.66516667,23.51383333,22.19991667,23.20658333,22.82466667,23.3795,22.86416667,22.72641667,23.05241667,22.55566667,22.68233333,22.56008333,22.46858333,22.17158333,22.82958333,22.56983333,22.67691667,22.57466667,22.86675,23.07925,23.04316667,22.82116667,22.643,22.46116667,22.41125,22.77333333,23.09433333,22.72358333,22.9345,22.43575,23.41808333,22.72658333,23.50166667,23.33541667,23.11541667,22.67208333,23.4545,23.86583333,23.61691667,23.1685,22.74466667,22.91975,22.94091667,23.7275,22.72766667,22.84141667,23.00591667,23.44341667,23.61016667,23.03333333,22.93416667,23.3655,23.25425,23.69016667,23.07133333,23.18816667,22.78183333,23.32166667,23.18541667,22.86941667,22.65241667,24.00483333,22.61133333,22.62025,23.54491667,23.33366667,23.50408333,23.39033333,23.18241667,23.31783333,23.1475,22.97375,23.30133333,22.86166667,23.18591667,23.45825,23.32283333,22.67225,22.69816667,22.88616667,22.541,22.71641667,22.35675,23.54608333,23.16183333,23.39683333,23.16016667,23.57925,23.09416667,23.683,23.06308333,23.52625,23.25666667,24.24775,23.81566667,23.72433333,24.01441667,23.01108333,22.767,23.45083333,23.64208333,23.7225,23.73433333,23.95516667,23.92058333,24.29941667,24.03225,24.72441667,24.263,24.39366667,23.916,24.22258333,24.20083333,24.06533333,23.95025,24.15433333,25.21566667,24.14416667,23.95483333,18.01024544,17.45408204,18.25622511,17.46640954,18.2130867,17.85900692,18.09938094,17.8666769,18.53730905,17.80447754,17.12190576,18.24717742,17.5606005,17.76588596,18.10643828,17.90116203,18.26680356,17.90329859,17.56204557,18.65443659,18.23439402,18.48164936,18.30354085,17.9447012,18.25079628,15.15490935
Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.72925,13.99875,14.22108333,14.01566667,14.41458333,14.11566667,14.05883333,13.95116667,13.62125,14.112,14.60716667,14.39625,14.25741667,14.3965,14.157,14.12233333,13.80925,13.86866667,14.44058333,13.83358333,13.93716667,14.21033333,14.89408333,14.04925,14.28908333,14.24225,14.089,14.14766667,14.15808333,14.11658333,13.637,13.9685,14.08458333,14.39875,13.66941667,13.98816667,14.24,13.95208333,13.925,14.16016667,14.58958333,15.10141667,14.54008333,13.79441667,14.668,14.80725,14.80933333,14.62116667,14.37608333,14.43233333,14.19141667,14.69458333,14.00333333,14.35991667,14.25558333,14.16458333,13.88633333,14.49891667,15.15933333,14.4905,14.58533333,14.447,14.66008333,14.36083333,14.73908333,14.61133333,14.17741667,14.26058333,14.06808333,14.11691667,14.59216667,14.86816667,14.71408333,14.20591667,14.76741667,14.84341667,14.11566667,14.97891667,14.5825,14.35391667,14.81558333,14.69608333,14.75066667,14.49766667,14.63308333,14.59541667,14.45233333,14.40833333,14.9035,15.36458333,15.3905,14.61791667,14.77658333,14.77833333,14.77133333,14.79508333,14.83691667,14.91633333,14.97475,14.49141667,14.19116667,14.02141667,14.65625,14.94341667,14.35425,14.99366667,14.97291667,14.85241667,14.84716667,14.43125,14.90958333,14.678,15.04975,15.19691667,15.26283333,15.19533333,14.65116667,14.81841667,14.59791667,14.63766667,14.93966667,14.44025,15.35125,15.18608333,14.97466667,15.22691667,15.16741667,15.25675,14.95433333,14.40083333,15.32625,15.33475,15.1875,14.83633333,15.543,15.15508333,15.09758333,14.73916667,15.09866667,15.57866667,15.14983333,15.21158333,15.62066667,15.26175,15.06491667,14.7505,15.37041667,15.18375,15.51833333,15.44216667,15.11283333,15.56108333,14.62808333,15.476,15.53441667,15.07883333,15.33966667,15.689,16.52901697,17.06792733,17.32001408,16.59237691,16.6170482,16.91195138,17.46859485,17.1450916,16.65303225,17.02690678,16.87639742,17.07737206,16.31651306,17.44359553,17.26231749,17.25356112,17.38714087,17.64219795,17.18620569,17.57773795,17.72860379,16.77824469,17.88342507,17.57256564,17.28301884,20.27801498
Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.1885,20.95825,20.28477778,20.79863636,21.14833333,20.96641667,21.32983333,21.18891667,21.2455,21.1975,21.15541667,21.309,21.04425,21.21783333,21.417,21.64383333,21.44758333,21.52158333,21.42833333,21.45966667,21.20691667,21.15758333,21.12616667,21.05441667,21.08733333,21.64108333,22.38066667,21.18466667,21.66125,21.7925,21.64741667,21.52066667,21.54983333,21.42191667,21.45016667,21.155,21.95491667,22.17408333,21.47991667,20.834,21.54175,21.64641667,20.91741667,21.23308333,21.3965,21.8175,21.57091667,21.18691667,21.76658333,21.58258333,21.59791667,21.17675,20.97083333,21.1775,21.885,21.2945,20.8645,21.05275,21.56908333,21.34791667,21.82616667,21.18783333,22.18633333,22.14483333,21.50441667,20.7715,21.36933333,21.82858333,21.32441667,21.68008333,21.44975,21.53683333,21.21258333,21.09783333,21.70258333,21.39783333,22.01908333,21.10125,21.64083333,21.23908333,21.45966667,21.3865,21.50708333,21.39741667,21.71633333,21.52733333,22.08875,21.34,21.68158333,21.36283333,21.92641667,21.31716667,21.53016667,21.60408333,21.24125,21.59025,21.4595,20.98491667,21.32291667,21.557,21.487,21.47458333,21.55866667,21.56308333,21.006,21.90266667,21.99725,22.09816667,21.2105,21.96425,21.80291667,21.69783333,21.65075,22.09208333,21.361,21.62541667,21.46216667,21.84758333,21.77575,21.65433333,22.01208333,22.41275,21.23808333,21.69266667,21.19341667,21.8925,21.60516667,22.25233333,22.58616667,22.16408333,21.9105,22.26108333,21.51691667,22.04341667,22.09325,22.07241667,22.63008333,21.86283333,22.35575,22.48741667,21.93258333,22.16016667,22.03025,21.95516667,22.32533333,22.086,22.66483333,22.0645,21.70966667,21.79275,22.46083333,22.44033333,22.28691667,22.89683333,22.26441667,22.48675,22.22591667,22.69058333,22.07816667,21.767,22.0245,16.41991879,16.26786249,16.7915548,16.80092207,16.97313272,16.82701139,16.84635891,17.01923782,16.92194666,16.97577737,17.08831676,17.07060975,17.38454116,16.75264874,17.47652139,17.09994901,17.00245441,16.82414806,17.46440406,17.53487676,17.29945653,17.47176949,17.50570767,17.42411192,17.7151624,19.70139549
Austria,2.482,7.78475,-0.97725,,,,,6.983545455,7.185,1.8215,6.138916667,5.907333333,5.671916667,6.463583333,6.097166667,5.363416667,6.363833333,6.3795,6.572583333,6.080583333,5.794666667,6.40625,6.119166667,5.9675,5.4375,5.108,5.907333333,5.868166667,5.453583333,7.33025,6.43075,6.109333333,6.765,5.632166667,5.877583333,7.070083333,7.225583333,6.056416667,7.062,5.746583333,6.844,5.254333333,4.877333333,5.177083333,6.376833333,6.05325,6.092916667,6.4855,6.844666667,6.252333333,6.384166667,7.195916667,6.090833333,6.27475,7.387416667,6.53975,4.831666667,6.567833333,7.070583333,6.710166667,5.592833333,6.016166667,4.531666667,6.979833333,6.771833333,5.172333333,6.061083333,6.273083333,7.251333333,5.099583333,5.54975,5.102666667,5.594,4.924666667,5.998416667,6.296166667,6.4925,5.599833333,6.073083333,7.428416667,5.8205,6.526583333,6.564916667,6.276583333,6.293666667,6.34975,4.240083333,5.59525,6.26325,5.733333333,6.061,7.430083333,5.691416667,6.1925,5.207666667,4.715583333,6.111833333,4.936333333,6.760583333,5.524333333,6.232583333,5.572666667,5.574916667,7.271333333,5.453416667,6.248083333,5.72475,5.536666667,5.39125,6.502,5.347666667,5.69575,5.185083333,5.8175,6.041833333,5.072416667,6.653416667,5.199083333,6.186333333,6.8805,7.281416667,4.609333333,6.236166667,6.606916667,6.086083333,7.250083333,6.420083333,4.918666667,4.76975,7.194166667,6.49975,5.725166667,5.272416667,5.945333333,6.18075,5.965583333,5.09975,6.280166667,5.4445,6.431416667,5.640166667,6.172083333,6.126166667,6.213083333,5.21275,5.220833333,5.428583333,5.507416667,5.421083333,5.802666667,5.703166667,6.050583333,5.475583333,5.4285,6.108333333,6.828333333,6.077166667,6.67025,5.6565,5.577,6.240083333,6.534583333,5.9875,6.026166667,5.959,5.542833333,5.450666667,6.249916667,6.732333333,5.602916667,6.134333333,5.851,5.96075,6.750916667,5.668333333,6.424583333,5.49875,6.830833333,6.868916667,5.5205,6.455583333,5.586666667,6.073583333,6.82325,6.50075,6.663833333,5.577666667,6.809333333,5.628916667,6.256083333,5.328916667,7.414583333,6.155416667,6.50125,6.587833333,6.394583333,6.231833333,4.7235,5.272833333,5.67125,6.9055,5.965166667,6.728,6.827416667,6.770166667,6.874833333,6.962833333,7.03575,7.079833333,6.195333333,6.788916667,5.7045,5.8695,5.195,6.695,6.5685,6.84875,6.527083333,7.185583333,5.441,5.650916667,6.203333333,5.637083333,6.873416667,6.838166667,6.37925,6.000333333,5.934833333,6.449333333,6.249833333,6.2135,6.891416667,6.898,6.416083333,6.916,5.786833333,6.404,5.633583333,6.503583333,6.918583333,7.187083333,6.061833333,5.923,6.316916667,6.1695,7.082166667,7.372416667,7.344,6.357916667,7.615583333,6.858666667,8.164916667,6.8465,5.86325,7.025083333,7.22275,7.23425,8.084916667,7.188916667,7.91525,7.509333333,6.906083333,6.6095,7.277583333,7.9765,7.801916667,7.616,6.649083333,7.855583333,7.611333333,10.11329507,8.680432648,9.791775474,10.5919661,10.44726774,11.52371531,10.40401057,11.10432799,10.75631578,10.32150366,10.10037016,10.63055591,11.65851183,11.4301961,10.94870778,9.542151675,10.65241402,11.01677172,10.73631059,11.80025941,11.8471031,11.18413738,11.25580659,11.9702349,12.14530095,7.959083692
Bahamas,,,,,,,,,,,,,,,,24.65044444,24.54441667,19.251,,,,,,,,23.76766667,24.7061,24.64883333,25.21325,,25.21066667,,26.29827273,26.111,25.562,,,,,,,,,,,,,,,,,,,,,25.44383333,25.24058333,25.069,25.38433333,25.51925,25.33025,25.44483333,,,,,,,,,,,,,,,,24.23391667,24.48433333,,24.39125,25.36666667,25.21225,25.29725,25.76683333,25.98716667,24.76216667,25.70808333,24.60891667,24.70866667,24.95225,25.38116667,24.574,24.54658333,24.7045,24.52233333,24.77041667,24.79733333,24.3655,24.84383333,24.41825,24.21291667,24.1535,24.82108333,24.73191667,24.8065,25.2185,25.127,24.8215,24.54333333,24.82933333,24.78566667,24.88991667,25.28108333,24.26683333,24.36983333,24.77283333,24.528,25.07458333,25.09433333,24.93391667,24.31575,25.07441667,25.02766667,24.88416667,24.90075,25.13025,24.83591667,25.01,24.63075,24.55533333,24.89133333,25.071,24.87558333,25.09366667,25.06683333,24.85433333,25.17866667,24.9165,25.04375,25.26625,24.823,24.9335,24.2045,24.49433333,24.68233333,24.72458333,25.02325,24.79133333,24.52633333,24.8,24.83108333,24.76158333,24.904,25.26325,25.07241667,25.21791667,25.05741667,24.37425,24.76666667,24.74441667,24.66883333,25.23575,24.7655,25.02425,25.04275,24.7995,24.2335,25.16866667,25.3665,24.9515,24.86516667,24.86491667,24.63158333,24.52816667,24.791,25.1,24.88,25.03875,24.70908333,24.8385,25.46141667,25.43775,25.51966667,25.18725,25.01283333,25.42783333,25.13916667,25.014,25.29408333,25.35316667,24.98041667,24.92641667,25.27908333,25.42766667,25.29858333,25.38666667,24.90508333,25.32575,25.345,25.03816667,25.14108333,25.15733333,25.67883333,25.56958333,26.04741667,25.58466667,25.00016667,25.07516667,25.2525,25.53466667,25.13558333,24.93816667,24.9455,25.50416667,25.07333333,25.65025,25.16725,25.38375,25.08958333,25.15133333,25.45416667,25.1865,24.95058333,25.32041667,24.885,25.21258333,25.03866667,25.26633333,25.59725,25.34791667,25.37758333,25.71325,25.15933333,25.34,25.4845,25.48108333,25.50825,25.1565,25.87033333,25.52758333,25.31658333,25.4735,25.66533333,25.60091667,25.37183333,25.65166667,25.99233333,25.92675,25.4655,25.54983333,26.0245,25.76866667,25.38541667,26.19083333,26.2295,25.62266667,25.44916667,25.58066667,26.11625,26.18033333,25.84975,25.80166667,25.71575,26.03475,25.89975,25.76916667,25.22916667,26.00325,25.81641667,25.02946855,24.44329536,25.12693877,25.54021712,25.31315142,25.20369649,25.24651478,26.09797662,26.46847727,25.68121333,26.16123758,25.95341023,26.5373353,26.40640341,26.28247091,25.67387424,26.57145346,25.88980383,25.63877297,25.88071098,26.30659207,26.2885739,26.88350686,26.13821705,26.17379224,24.38229906
Bahrain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.33672727,25.7816,21.2704,,,25.19266667,25.44558333,25.02516667,25.6965,25.51775,25.54033333,25.33516667,25.57416667,25.22508333,24.91783333,25.64516667,25.65325,25.57466667,24.82975,24.54066667,24.98366667,25.53033333,25.77716667,25.45433333,25.79408333,25.683,25.92308333,25.67516667,25.4915,25.56708333,25.87425,25.65266667,25.34883333,25.56258333,26.06566667,26.03466667,25.82158333,25.40075,26.26658333,25.31741667,25.90125,25.49975,25.54266667,25.73341667,25.503,25.818,26.11458333,25.61333333,25.93491667,25.95825,25.87075,25.40908333,25.46375,25.51558333,25.48116667,25.33641667,25.87091667,25.89925,26.20933333,25.99375,25.27441667,25.72216667,25.622,25.56291667,25.2645,25.71666667,26.12875,25.23841667,24.71708333,25.57141667,25.54958333,25.78566667,26.08833333,25.3665,25.64766667,25.30683333,25.91408333,25.63358333,25.60858333,26.03958333,25.63441667,26.31666667,25.62933333,25.83408333,25.74875,25.80175,25.8835,25.851,25.83333333,25.44841667,25.26158333,25.48666667,26.11233333,25.57525,25.63441667,25.84325,25.70558333,26.11408333,26.06075,26.26916667,25.64691667,26.09675,25.74491667,26.56458333,26.82791667,25.52166667,25.39675,25.438,26.26341667,26.15891667,26.06841667,26.38633333,26.06516667,25.695,25.70758333,26.26358333,25.3005,26.2665,25.7175,26.49216667,26.2315,25.43108333,26.29416667,26.5995,25.47783333,25.92191667,26.58591667,26.33458333,25.79116667,25.41058333,26.00116667,25.92175,25.83783333,25.71483333,26.55066667,26.26958333,26.80808333,26.55733333,26.58233333,25.51683333,25.59116667,25.96141667,26.20216667,26.32558333,26.64175,26.628,26.0225,26.34458333,25.81191667,25.17766667,26.16591667,26.73375,26.25741667,26.8275,26.19091667,27.61241667,27.74241667,27.07075,27.431,27.26641667,27.37066667,27.15025,26.98316667,27.22125,27.21608333,27.03308333,27.31033333,28.06966667,27.10383333,27.52933333,26.22807789,26.74392466,25.9445913,27.78275173,27.88239176,26.97379513,27.34647977,27.16347631,27.16797733,27.07673598,26.73126458,27.18506038,27.18940732,26.95548912,27.40276026,28.25103616,27.13118493,27.5748831,27.29711484,27.73944533,28.05288267,27.8298121,28.06669582,28.39411542,28.27348,23.15429185
Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.6815,25.6668,24.5817,24.93866667,24.86808333,24.5042,25.29725,25.05,25.35758333,24.96566667,24.88191667,24.5519,,,,,,24.22283333,23.84018182,23.75041667,23.49958333,23.53383333,23.64883333,23.35158333,23.666,24.57275,24.76691667,24.399,24.96416667,24.77083333,24.78358333,25.00058333,24.56358333,24.37325,24.71366667,24.10433333,24.4357,24.55175,24.34883333,23.32575,24.35016667,24.203,24.15158333,24.20666667,24.58075,24.6735,24.37691667,24.437,24.00033333,24.16858333,24.38766667,24.04933333,24.03708333,24.0445,24.55316667,24.52741667,24.22516667,24.71575,24.72166667,24.65116667,24.21841667,23.95658333,24.539,24.60891667,24.33483333,24.26258333,,24.47566667,24.30433333,24.669,24.77066667,24.75208333,24.40266667,24.38933333,24.46166667,24.67433333,24.67841667,24.68408333,24.47616667,24.53233333,24.45433333,24.41283333,25.08991667,25.09583333,24.55775,24.55558333,24.75491667,24.317,24.171,24.60458333,24.75,24.45075,24.602,25.18558333,24.55341667,24.618,24.6915,23.89666667,24.77083333,24.69525,25.12241667,25.192,24.87925,24.6045,25.21908333,25.0585,24.74633333,24.91125,24.67066667,24.10791667,24.84316667,24.6725,24.86258333,24.95241667,24.53283333,24.5035,24.68866667,24.45391667,24.59966667,25.14675,24.9035,24.57275,24.48,25.00016667,24.89091667,24.83316667,25.14325,24.91225,25.22433333,24.47066667,24.82,24.71616667,25.02408333,24.75591667,24.6845,25.13791667,25.15408333,24.77258333,24.75758333,24.98858333,24.85741667,24.74441667,25.05383333,25.26408333,24.97358333,25.23958333,25.19758333,24.97008333,24.97008333,24.81816667,25.03791667,25.22691667,24.9695,24.66016667,25.02033333,25.28216667,25.15916667,25.36975,25.20941667,25.10016667,24.99525,25.252,25.8075,24.98891667,25.48425,25.06975,25.03291667,25.10558333,25.30458333,25.0385,25.48433333,24.99241667,24.9405,25.25433333,25.18658333,24.63516667,25.14383333,25.26558333,25.0395,25.14391667,25.20216667,25.04658333,25.039,25.71108333,25.34066667,24.95183333,25.14408333,25.06983333,25.06541667,25.42141667,25.29425,25.64241667,25.70966667,25.30475,25.28175,25.13516667,25.12225,25.00316667,25.26166667,25.41583333,25.44025,24.85925,25.52416667,25.71483333,25.15016667,25.337,25.38033333,25.28083333,25.38633333,25.532,25.76566667,25.34375,25.3895,25.90491667,25.94033333,25.20508333,25.53358333,26.26685708,25.94906532,25.1282965,25.72572016,25.81274772,25.65944658,25.81144329,25.49568686,25.90225143,25.75660441,26.12515407,26.29553241,25.69561136,25.6799533,26.38697094,27.03064954,,,,,,,,,,
Barbados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.11681818,26.62083333,26.167,26.33972727,26.24827273,26.122,,,,,,,,,,,,,,,,25.918,26.45758333,25.88775,25.9035,25.91966667,25.99508333,26.02083333,25.94175,26.14908333,26.00891667,26.13166667,26.12516667,25.67216667,25.74183333,25.73691667,25.97325,26.02316667,25.851,25.81333333,25.96683333,26.17975,26.126,26.19875,26.28133333,26.31925,25.90508333,26.31733333,26.38666667,26.15441667,26.112,25.90308333,26.11991667,26.65533333,26.7195,26.10166667,25.67725,26.13958333,25.91458333,25.69391667,25.71575,26.1885,25.87158333,25.80175,26.20691667,26.451,25.51833333,26.34041667,26.17658333,25.98383333,25.84516667,26.02391667,26.09191667,26.26141667,26.17316667,26.13825,26.27916667,26.46225,26.36666667,26.32675,25.8935,26.19575,26.17075,26.066,26.06158333,25.96716667,25.89341667,26.13616667,26.17433333,25.8225,26.3085,26.56058333,26.12341667,25.81216667,25.99383333,26.42366667,26.04075,26.07991667,26.04191667,26.13008333,26.51091667,26.12875,26.6355,26.49675,26.50266667,26.34475,26.48008333,26.85366667,26.66716667,26.31741667,26.30358333,26.136,26.30458333,26.55,26.27491667,26.38858333,26.90258333,27.05833333,26.88358333,26.41125,26.53991667,26.33466667,26.41958333,26.62916667,26.51108333,26.32541667,26.18125,26.58983333,26.93075,26.8225,26.51566667,26.58108333,26.47716667,26.53008333,27.07841667,26.8295,26.92641667,26.809,26.849,26.96141667,26.67333333,26.63675,26.729,26.48175,26.50191667,27.10741667,26.76991667,26.44491667,26.6925,26.79325,26.465,26.37325,26.28733333,26.75733333,26.91883333,26.84416667,27.14725,27.11225,26.8155,26.98333333,26.62541667,26.55258333,26.65958333,27.33516667,27.01391667,26.75216667,26.94316667,26.89316667,26.90466667,27.05683333,26.96008333,27.326,27.01825,27.23933333,27.62508333,27.14083333,26.90208333,27.22183333,27.26608333,27.44008333,27.22541667,27.67716667,27.50225,27.36641667,27.00383333,27.32033333,27.84466667,27.39525,27.34666667,27.35821599,27.17983966,27.0952509,27.50733846,26.95729718,26.78629067,27.04370279,27.34910531,27.39492549,27.3885191,27.80678586,27.58511798,27.26455418,26.82048721,27.28003143,27.79594747,27.42948349,27.01641742,27.0863305,27.02363987,27.45622938,27.53974632,27.17955601,26.23529783,,
