,x,y,z,radian
1049,-5.5592023736381,-3.2096069868995647,1914.0,3.6651914291880923
1194,-3.1877729257641945,-5.5213846704160705,1914.0,4.1887902047863905
1339,-1.283472627927357e-15,-6.986899563318778,1914.0,4.71238898038469
1484,3.2096069868995647,-5.5592023736381,1914.0,5.235987755982989
1629,5.975197109080405,-3.4497816593886497,1914.0,5.759586531581287
35,6.2008733624454155,0.0,1915.0,0.0
180,6.013014812302435,3.4716157205240172,1915.0,0.5235987755982988
325,3.340611353711792,5.786108592970268,1915.0,1.0471975511965976
470,4.51889321082757e-16,7.3799126637554595,1915.0,1.5707963267948966
615,-3.427947598253274,5.93737940585838,1915.0,2.0943951023931953
760,-5.294478451083905,3.056768558951965,1915.0,2.6179938779914944
905,-6.550218340611353,8.021703924545981e-16,1915.0,3.141592653589793
1050,-5.332296154305933,-3.0786026200873375,1915.0,3.6651914291880923
1195,-3.1222707423580816,-5.407931560749987,1915.0,4.1887902047863905
1340,-1.1069951415873454e-15,-6.026200873362446,1915.0,4.71238898038469
1485,3.2751091703056776,-5.672655483304183,1915.0,5.235987755982989
1630,5.370113857527959,-3.1004366812227104,1915.0,5.759586531581287
36,6.550218340611353,0.0,1916.0,0.0
181,5.597020076860128,3.231441048034934,1916.0,0.5235987755982988
326,2.9475982532751095,5.105389934973765,1916.0,1.0471975511965976
471,3.529549726800232e-16,5.764192139737991,1916.0,1.5707963267948966
616,-2.7729257641921383,4.802848309197542,1916.0,2.0943951023931953
761,-4.2734004640891525,2.467248908296943,1916.0,2.6179938779914944
906,-5.502183406113538,6.738231296618626e-16,1916.0,3.141592653589793
1051,-5.105389934973765,-2.9475982532751095,1916.0,3.6651914291880923
1196,-2.7729257641921423,-4.8028483091975405,1916.0,4.1887902047863905
1341,-1.0347998062664316e-15,-5.633187772925765,1916.0,4.71238898038469
1486,2.5327510917030573,-4.386853573755235,1916.0,5.235987755982989
1631,3.0632339609842583,-1.7685589519650673,1916.0,5.759586531581287
37,4.6288209606986905,0.0,1917.0,0.0
182,3.7817703222027887,2.183406113537117,1917.0,0.5235987755982988
327,2.1615720524017474,3.743952618980761,1917.0,1.0471975511965976
472,2.8878134128365536e-16,4.716157205240175,1917.0,1.5707963267948966
617,-2.3362445414847155,4.0464942447569845,1917.0,2.0943951023931953
762,-4.50030668342132,2.5982532751091703,1917.0,2.6179938779914944
907,-5.9825327510917035,7.326489584418664e-16,1917.0,3.141592653589793
1052,-5.294478451083905,-3.0567685589519664,1917.0,3.6651914291880923
1197,-3.056768558951968,-5.294478451083904,1917.0,4.1887902047863905
1342,-9.465610630964257e-16,-5.152838427947598,1917.0,4.71238898038469
1487,2.816593886462883,-4.878483715641598,1917.0,5.235987755982989
1632,3.5926818060926484,-2.074235807860264,1917.0,5.759586531581287
38,5.021834061135372,0.0,1918.0,0.0
183,4.840666012419571,2.7947598253275108,1918.0,0.5235987755982988
328,2.991266375545852,5.181025341417821,1918.0,1.0471975511965976
473,3.181942556736573e-16,5.196506550218341,1918.0,1.5707963267948966
618,-2.5982532751091694,4.50030668342132,1918.0,2.0943951023931953
763,-4.765030605975515,2.7510917030567685,1918.0,2.6179938779914944
908,-5.720524017467249,7.005621427436824e-16,1918.0,3.141592653589793
1053,-4.954119122085653,-2.860262008733625,1918.0,3.6651914291880923
1198,-3.165938864628824,-5.483566967194043,1918.0,4.1887902047863905
1343,-1.259407516153719e-15,-6.855895196506551,1918.0,4.71238898038469
1488,3.296943231441049,-5.710473186526211,1918.0,5.235987755982989
1633,5.029754528529708,-2.9039301310043695,1918.0,5.759586531581287
39,6.2008733624454155,0.0,1919.0,0.0
184,5.256660747861877,3.034934497816594,1919.0,0.5235987755982988
329,3.0786026200873375,5.332296154305933,1919.0,1.0471975511965976
474,4.0108519622729905e-16,6.550218340611353,1919.0,1.5707963267948966
619,-2.9257641921397366,5.067572231751737,1919.0,2.0943951023931953
764,-4.765030605975515,2.7510917030567685,1919.0,2.6179938779914944
909,-5.807860262008734,7.112577479764104e-16,1919.0,3.141592653589793
1054,-4.878483715641598,-2.816593886462883,1919.0,3.6651914291880923
1199,-2.9912663755458544,-5.18102534141782,1919.0,4.1887902047863905
1344,-1.1390819572855294e-15,-6.2008733624454155,1919.0,4.71238898038469
1489,2.6419213973799134,-4.575942089865375,1919.0,5.235987755982989
1634,4.538124386643346,-2.620087336244544,1919.0,5.759586531581287
40,6.026200873362446,0.0,1920.0,0.0
185,5.143207638195793,2.96943231441048,1920.0,0.5235987755982988
330,3.2751091703056776,5.672655483304183,1920.0,1.0471975511965976
475,3.6899838052911517e-16,6.026200873362446,1920.0,1.5707963267948966
620,-2.9475982532751077,5.105389934973765,1920.0,2.0943951023931953
765,-4.765030605975515,2.7510917030567685,1920.0,2.6179938779914944
910,-5.764192139737991,7.059099453600464e-16,1920.0,3.141592653589793
1055,-5.143207638195793,-2.969432314410481,1920.0,3.6651914291880923
1200,-3.056768558951968,-5.294478451083904,1920.0,4.1887902047863905
1345,-1.0909517337382535e-15,-5.938864628820961,1920.0,4.71238898038469
1490,2.969432314410481,-5.143207638195793,1920.0,5.235987755982989
1635,4.386853573755234,-2.532751091703059,1920.0,5.759586531581287
41,6.899563318777293,0.0,1921.0,0.0
186,5.483566967194045,3.1659388646288207,1921.0,0.5235987755982988
331,3.0567685589519664,5.294478451083905,1921.0,1.0471975511965976
476,3.556288739882052e-16,5.807860262008734,1921.0,1.5707963267948966
621,-2.8820960698689944,4.991936825307682,1921.0,2.0943951023931953
766,-5.105389934973765,2.9475982532751086,1921.0,2.6179938779914944
911,-6.462882096069869,7.914747872218702e-16,1921.0,3.141592653589793
1056,-5.143207638195793,-2.969432314410481,1921.0,3.6651914291880923
1201,-3.1441048034934527,-5.445749263972015,1921.0,4.1887902047863905
1346,-1.275450924002811e-15,-6.943231441048035,1921.0,4.71238898038469
1491,3.2314410480349354,-5.597020076860127,1921.0,5.235987755982989
1636,5.483566967194043,-3.165938864628824,1921.0,5.759586531581287
42,5.633187772925765,0.0,1922.0,0.0
187,4.462488980199291,2.5764192139737987,1922.0,0.5235987755982988
332,3.2096069868995647,5.5592023736381,1922.0,1.0471975511965976
477,3.716722818372972e-16,6.069868995633189,1922.0,1.5707963267948966
622,-2.816593886462881,4.8784837156415986,1922.0,2.0943951023931953
767,-4.991936825307682,2.8820960698689952,1922.0,2.6179938779914944
912,-5.895196506550218,7.219533532091383e-16,1922.0,3.141592653589793
1057,-4.878483715641598,-2.816593886462883,1922.0,3.6651914291880923
1202,-2.7729257641921423,-4.8028483091975405,1922.0,4.1887902047863905
1347,-1.0508432141155236e-15,-5.720524017467249,1922.0,4.71238898038469
1492,3.2314410480349354,-5.597020076860127,1922.0,5.235987755982989
1637,5.4079315607499865,-3.1222707423580816,1922.0,5.759586531581287
43,5.895196506550218,0.0,1923.0,0.0
188,4.6515774963094305,2.6855895196506547,1923.0,0.5235987755982988
333,2.816593886462883,4.878483715641598,1923.0,1.0471975511965976
478,3.2354205829002127e-16,5.283842794759826,1923.0,1.5707963267948966
623,-2.816593886462881,4.8784837156415986,1923.0,2.0943951023931953
768,-5.029754528529709,2.9039301310043664,1923.0,2.6179938779914944
913,-5.720524017467249,7.005621427436824e-16,1923.0,3.141592653589793
1058,-4.878483715641598,-2.816593886462883,1923.0,3.6651914291880923
1203,-2.8602620087336272,-4.954119122085653,1923.0,4.1887902047863905
1348,-1.1952338847573513e-15,-6.506550218340612,1923.0,4.71238898038469
1493,3.4934497816593897,-6.050832515524462,1923.0,5.235987755982989
1638,6.0130148123024325,-3.471615720524021,1923.0,5.759586531581287
44,6.113537117903931,0.0,1924.0,0.0
189,5.256660747861877,3.034934497816594,1924.0,0.5235987755982988
334,3.3624454148471625,5.823926296192295,1924.0,1.0471975511965976
479,3.529549726800232e-16,5.764192139737991,1924.0,1.5707963267948966
624,-3.1441048034934487,5.445749263972017,1924.0,2.0943951023931953
769,-5.143207638195793,2.96943231441048,1924.0,2.6179938779914944
914,-5.807860262008734,7.112577479764104e-16,1924.0,3.141592653589793
1059,-4.7650306059755145,-2.7510917030567694,1924.0,3.6651914291880923
1204,-2.8384279475982557,-4.9163014188636245,1924.0,4.1887902047863905
1349,-1.0187563984173396e-15,-5.545851528384279,1924.0,4.71238898038469
1494,3.1004366812227087,-5.3701138575279606,1924.0,5.235987755982989
1639,4.500306683421318,-2.598253275109173,1924.0,5.759586531581287
45,5.458515283842795,0.0,1925.0,0.0
190,4.6515774963094305,2.6855895196506547,1925.0,0.5235987755982988
335,2.9475982532751095,5.105389934973765,1925.0,1.0471975511965976
480,3.636505779127512e-16,5.938864628820961,1925.0,1.5707963267948966
625,-2.9039301310043655,5.029754528529709,1925.0,2.0943951023931953
770,-4.8784837156415986,2.816593886462882,1925.0,2.6179938779914944
915,-5.895196506550218,7.219533532091383e-16,1925.0,3.141592653589793
1060,-5.332296154305933,-3.0786026200873375,1925.0,3.6651914291880923
1205,-3.1222707423580816,-5.407931560749987,1925.0,4.1887902047863905
1350,-1.1631470690591673e-15,-6.331877729257642,1925.0,4.71238898038469
1495,3.6462882096069884,-6.315556438078658,1925.0,5.235987755982989
1640,6.391191844522712,-3.689956331877733,1925.0,5.759586531581287
46,7.991266375545852,0.0,1926.0,0.0
191,6.239921031634601,3.602620087336244,1926.0,0.5235987755982988
336,3.7991266375545862,6.580280360632853,1926.0,1.0471975511965976
481,3.984112949191171e-16,6.506550218340612,1926.0,1.5707963267948966
626,-3.0131004366812215,5.218843044639849,1926.0,2.0943951023931953
771,-5.143207638195793,2.96943231441048,1926.0,2.6179938779914944
916,-5.895196506550218,7.219533532091383e-16,1926.0,3.141592653589793
1061,-5.597020076860127,-3.2314410480349354,1926.0,3.6651914291880923
1206,-3.2096069868995665,-5.559202373638099,1926.0,4.1887902047863905
1351,-1.2032555886818972e-15,-6.550218340611353,1926.0,4.71238898038469
1496,3.3842794759825336,-5.861743999414323,1926.0,5.235987755982989
1641,5.029754528529708,-2.9039301310043695,1926.0,5.759586531581287
47,5.895196506550218,0.0,1927.0,0.0
192,5.483566967194045,3.1659388646288207,1927.0,0.5235987755982988
337,2.6855895196506556,4.6515774963094305,1927.0,1.0471975511965976
482,3.502810713718412e-16,5.720524017467249,1927.0,1.5707963267948966
627,-2.9694323144104793,5.143207638195793,1927.0,2.0943951023931953
772,-5.067572231751737,2.9257641921397375,1927.0,2.6179938779914944
917,-6.244541484716158,7.647357741400504e-16,1927.0,3.141592653589793
1062,-5.218843044639849,-3.0131004366812237,1927.0,3.6651914291880923
1207,-3.27510917030568,-5.672655483304182,1927.0,4.1887902047863905
1352,-1.291494331851903e-15,-7.03056768558952,1927.0,4.71238898038469
1497,3.406113537117905,-5.899561702636351,1927.0,5.235987755982989
1642,4.878483715641597,-2.816593886462885,1927.0,5.759586531581287
48,6.943231441048035,0.0,1928.0,0.0
193,5.786108592970268,3.3406113537117905,1928.0,0.5235987755982988
338,2.991266375545852,5.181025341417821,1928.0,1.0471975511965976
483,3.583027752963872e-16,5.851528384279476,1928.0,1.5707963267948966
628,-2.8820960698689944,4.991936825307682,1928.0,2.0943951023931953
773,-4.6515774963094305,2.6855895196506547,1928.0,2.6179938779914944
918,-6.244541484716158,7.647357741400504e-16,1928.0,3.141592653589793
1063,-5.256660747861877,-3.0349344978165953,1928.0,3.6651914291880923
1208,-3.0786026200873393,-5.332296154305932,1928.0,4.1887902047863905
1353,-1.1471036612100753e-15,-6.244541484716158,1928.0,4.71238898038469
1498,3.31877729257642,-5.7482908897482385,1928.0,5.235987755982989
1643,5.483566967194043,-3.165938864628824,1928.0,5.759586531581287
49,5.109170305676856,0.0,1929.0,0.0
194,3.8952234318688737,2.2489082969432315,1929.0,0.5235987755982988
339,2.816593886462883,4.878483715641598,1929.0,1.0471975511965976
484,3.208681569818393e-16,5.240174672489084,1929.0,1.5707963267948966
629,-2.685589519650654,4.6515774963094305,1929.0,2.0943951023931953
774,-4.462488980199291,2.5764192139737987,1929.0,2.6179938779914944
919,-5.458515283842795,6.684753270454985e-16,1929.0,3.141592653589793
1064,-4.878483715641598,-2.816593886462883,1929.0,3.6651914291880923
1209,-2.9912663755458544,-5.18102534141782,1929.0,4.1887902047863905
1354,-1.1791904769082593e-15,-6.419213973799128,1929.0,4.71238898038469
1499,3.2751091703056776,-5.672655483304183,1929.0,5.235987755982989
1644,4.084311947979011,-2.3580786026200897,1929.0,5.759586531581287
50,5.764192139737991,0.0,1930.0,0.0
195,5.105389934973765,2.9475982532751086,1930.0,0.5235987755982988
340,3.31877729257642,5.7482908897482385,1930.0,1.0471975511965976
485,3.663244792209332e-16,5.9825327510917035,1930.0,1.5707963267948966
630,-3.0131004366812215,5.218843044639849,1930.0,2.0943951023931953
775,-5.294478451083905,3.056768558951965,1930.0,2.6179938779914944
920,-6.157205240174673,7.540401689073224e-16,1930.0,3.141592653589793
1065,-5.5592023736381,-3.2096069868995647,1930.0,3.6651914291880923
1210,-3.1877729257641945,-5.5213846704160705,1930.0,4.1887902047863905
1355,-1.2032555886818972e-15,-6.550218340611353,1930.0,4.71238898038469
1500,3.9082969432314414,-6.76936887674299,1930.0,5.235987755982989
1645,5.937379405858377,-3.4279475982532785,1930.0,5.759586531581287
51,6.637554585152838,0.0,1931.0,0.0
196,5.370113857527961,3.1004366812227073,1931.0,0.5235987755982988
341,3.31877729257642,5.7482908897482385,1931.0,1.0471975511965976
486,3.716722818372972e-16,6.069868995633189,1931.0,1.5707963267948966
631,-3.1004366812227064,5.370113857527961,1931.0,2.0943951023931953
776,-5.823926296192296,3.362445414847161,1931.0,2.6179938779914944
921,-6.943231441048035,8.503006160018741e-16,1931.0,3.141592653589793
1066,-6.013014812302434,-3.4716157205240186,1931.0,3.6651914291880923
1211,-3.4061135371179074,-5.89956170263635,1931.0,4.1887902047863905
1356,-1.339624555399179e-15,-7.292576419213975,1931.0,4.71238898038469
1501,3.406113537117905,-5.899561702636351,1931.0,5.235987755982989
1646,5.937379405858377,-3.4279475982532785,1931.0,5.759586531581287
52,7.7292576419213965,0.0,1932.0,0.0
197,5.483566967194045,3.1659388646288207,1932.0,0.5235987755982988
342,3.144104803493451,5.445749263972016,1932.0,1.0471975511965976
487,4.171286040763911e-16,6.812227074235809,1932.0,1.5707963267948966
632,-3.1441048034934487,5.445749263972017,1932.0,2.0943951023931953
777,-5.029754528529709,2.9039301310043664,1932.0,2.6179938779914944
922,-5.9825327510917035,7.326489584418664e-16,1932.0,3.141592653589793
1067,-5.294478451083905,-3.0567685589519664,1932.0,3.6651914291880923
1212,-3.318777292576422,-5.748290889748238,1932.0,4.1887902047863905
1357,-1.2273207004555353e-15,-6.681222707423582,1932.0,4.71238898038469
1502,2.9475982532751095,-5.105389934973765,1932.0,5.235987755982989
1647,5.105389934973763,-2.9475982532751117,1932.0,5.759586531581287
53,6.069868995633189,0.0,1933.0,0.0
198,5.029754528529709,2.9039301310043664,1933.0,0.5235987755982988
343,2.882096069868996,4.991936825307681,1933.0,1.0471975511965976
488,3.663244792209332e-16,5.9825327510917035,1933.0,1.5707963267948966
633,-2.9039301310043655,5.029754528529709,1933.0,2.0943951023931953
778,-4.840666012419571,2.7947598253275108,1933.0,2.6179938779914944
923,-6.157205240174673,7.540401689073224e-16,1933.0,3.141592653589793
1068,-5.218843044639849,-3.0131004366812237,1933.0,3.6651914291880923
1213,-2.9039301310043695,-5.0297545285297085,1933.0,4.1887902047863905
1358,-1.0989734376627996e-15,-5.9825327510917035,1933.0,4.71238898038469
1503,2.860262008733625,-4.954119122085653,1933.0,5.235987755982989
1648,4.462488980199289,-2.5764192139738014,1933.0,5.759586531581287
54,6.157205240174673,0.0,1934.0,0.0
199,6.050832515524463,3.4934497816593884,1934.0,0.5235987755982988
344,2.9039301310043673,5.0297545285297085,1934.0,1.0471975511965976
489,3.529549726800232e-16,5.764192139737991,1934.0,1.5707963267948966
634,-3.3406113537117896,5.786108592970268,1934.0,2.0943951023931953
779,-5.559202373638101,3.2096069868995634,1934.0,2.6179938779914944
924,-6.637554585152838,8.128659976873261e-16,1934.0,3.141592653589793
1069,-5.672655483304183,-3.2751091703056776,1934.0,3.6651914291880923
1214,-3.2096069868995665,-5.559202373638099,1934.0,4.1887902047863905
1359,-1.2513858122291732e-15,-6.812227074235809,1934.0,4.71238898038469
1504,3.6026200873362453,-6.2399210316346005,1934.0,5.235987755982989
1649,6.05083251552446,-3.493449781659392,1934.0,5.759586531581287
55,5.589519650655022,0.0,1935.0,0.0
200,6.655915767076909,3.842794759825327,1935.0,0.5235987755982988
345,3.2314410480349354,5.597020076860127,1935.0,1.0471975511965976
490,3.3423766352274925e-16,5.458515283842795,1935.0,1.5707963267948966
635,-2.9039301310043655,5.029754528529709,1935.0,2.0943951023931953
780,-5.105389934973765,2.9475982532751086,1935.0,2.6179938779914944
925,-6.157205240174673,7.540401689073224e-16,1935.0,3.141592653589793
1070,-5.294478451083905,-3.0567685589519664,1935.0,3.6651914291880923
1215,-3.0786026200873393,-5.332296154305932,1935.0,4.1887902047863905
1360,-1.2513858122291732e-15,-6.812227074235809,1935.0,4.71238898038469
1505,2.969432314410481,-5.143207638195793,1935.0,5.235987755982989
1650,5.483566967194043,-3.165938864628824,1935.0,5.759586531581287
56,5.895196506550218,0.0,1936.0,0.0
201,4.689395199531459,2.7074235807860263,1936.0,0.5235987755982988
346,3.0786026200873375,5.332296154305933,1936.0,1.0471975511965976
491,3.796939857618432e-16,6.2008733624454155,1936.0,1.5707963267948966
636,-3.1877729257641905,5.521384670416071,1936.0,2.0943951023931953
781,-5.294478451083905,3.056768558951965,1936.0,2.6179938779914944
926,-6.637554585152838,8.128659976873261e-16,1936.0,3.141592653589793
1071,-5.634837780082155,-3.253275109170307,1936.0,3.6651914291880923
1216,-3.340611353711794,-5.786108592970267,1936.0,4.1887902047863905
1361,-1.283472627927357e-15,-6.986899563318778,1936.0,4.71238898038469
1506,3.558951965065503,-6.164285625190545,1936.0,5.235987755982989
1651,6.088650218746488,-3.515283842794763,1936.0,5.759586531581287
57,6.7685589519650655,0.0,1937.0,0.0
202,6.239921031634601,3.602620087336244,1937.0,0.5235987755982988
347,3.1004366812227087,5.3701138575279606,1937.0,1.0471975511965976
492,3.9038959099457107e-16,6.375545851528384,1937.0,1.5707963267948966
637,-3.406113537117903,5.899561702636352,1937.0,2.0943951023931953
782,-5.93737940585838,3.427947598253275,1937.0,2.6179938779914944
927,-6.943231441048035,8.503006160018741e-16,1937.0,3.141592653589793
1072,-6.164285625190545,-3.558951965065503,1937.0,3.6651914291880923
1217,-3.733624454148475,-6.466827250966769,1937.0,4.1887902047863905
1362,-1.371711371097363e-15,-7.467248908296944,1937.0,4.71238898038469
1507,3.7117903930131013,-6.429009547744741,1937.0,5.235987755982989
1652,5.861743999414321,-3.384279475982536,1937.0,5.759586531581287
58,7.467248908296944,0.0,1938.0,0.0
203,6.27773873485663,3.6244541484716155,1938.0,0.5235987755982988
348,3.7554585152838444,6.504644954188798,1938.0,1.0471975511965976
493,4.51889321082757e-16,7.3799126637554595,1938.0,1.5707963267948966
638,-3.3187772925764176,5.748290889748239,1938.0,2.0943951023931953
783,-5.483566967194045,3.1659388646288207,1938.0,2.6179938779914944
928,-6.681222707423582,8.182138003036903e-16,1938.0,3.141592653589793
1073,-5.899561702636351,-3.406113537117905,1938.0,3.6651914291880923
1218,-3.5589519650655053,-6.164285625190544,1938.0,4.1887902047863905
1363,-1.4198415946446386e-15,-7.7292576419213965,1938.0,4.71238898038469
1508,3.6899563318777306,-6.391191844522714,1938.0,5.235987755982989
1653,5.672655483304181,-3.27510917030568,1938.0,5.759586531581287
59,6.855895196506551,0.0,1939.0,0.0
204,5.899561702636352,3.406113537117904,1939.0,0.5235987755982988
349,3.165938864628822,5.483566967194044,1939.0,1.0471975511965976
494,4.0643299884366306e-16,6.637554585152838,1939.0,1.5707963267948966
639,-3.4497816593886452,5.9751971090804075,1939.0,2.0943951023931953
784,-5.8617439994143234,3.3842794759825323,1939.0,2.6179938779914944
929,-6.812227074235809,8.342572081527822e-16,1939.0,3.141592653589793
1074,-5.899561702636351,-3.406113537117905,1939.0,3.6651914291880923
1219,-3.384279475982536,-5.861743999414322,1939.0,4.1887902047863905
1364,-1.2674292200782652e-15,-6.899563318777293,1939.0,4.71238898038469
1509,3.6899563318777306,-6.391191844522714,1939.0,5.235987755982989
1654,7.752629160515714,-4.475982532751095,1939.0,5.759586531581287
60,7.074235807860263,0.0,1940.0,0.0
205,6.429009547744742,3.7117903930131,1940.0,0.5235987755982988
350,3.733624454148473,6.4668272509667695,1940.0,1.0471975511965976
495,4.786283341645768e-16,7.816593886462881,1940.0,1.5707963267948966
640,-3.7772925764192125,6.542462657410826,1940.0,2.0943951023931953
785,-6.542462657410826,3.777292576419214,1940.0,2.6179938779914944
930,-7.598253275109171,9.30517655247334e-16,1940.0,3.141592653589793
1075,-6.3533741413006855,-3.668122270742359,1940.0,3.6651914291880923
1220,-3.864628820960702,-6.693733470298934,1940.0,4.1887902047863905
1365,-1.3877547789464548e-15,-7.5545851528384285,1940.0,4.71238898038469
1510,3.8864628820960716,-6.731551173520965,1940.0,5.235987755982989
1655,7.298816721851381,-4.2139737991266415,1940.0,5.759586531581287
61,7.860262008733624,0.0,1941.0,0.0
206,7.260999018629357,4.192139737991266,1941.0,0.5235987755982988
351,3.7554585152838444,6.504644954188798,1941.0,1.0471975511965976
496,4.75954432856395e-16,7.772925764192141,1941.0,1.5707963267948966
641,-3.886462882096069,6.731551173520966,1941.0,2.0943951023931953
786,-6.618098063854881,3.820960698689956,1941.0,2.6179938779914944
931,-8.034934497816595,9.839956814109738e-16,1941.0,3.141592653589793
1076,-6.655915767076908,-3.8427947598253285,1941.0,3.6651914291880923
1221,-3.580786026200877,-6.202103328412573,1941.0,4.1887902047863905
1366,-1.5802756731355583e-15,-8.602620087336245,1941.0,4.71238898038469
1511,4.017467248908298,-6.958457392853132,1941.0,5.235987755982989
1656,6.920639689631102,-3.9956331877729294,1941.0,5.759586531581287
62,8.340611353711791,0.0,1942.0,0.0
207,6.202103328412575,3.5807860262008733,1942.0,0.5235987755982988
352,3.6462882096069884,6.315556438078658,1942.0,1.0471975511965976
497,4.57237123699121e-16,7.467248908296944,1942.0,1.5707963267948966
642,-3.7772925764192125,6.542462657410826,1942.0,2.0943951023931953
787,-6.315556438078659,3.646288209606987,1942.0,2.6179938779914944
932,-7.074235807860263,8.663440238509662e-16,1942.0,3.141592653589793
1077,-5.975197109080407,-3.4497816593886474,1942.0,3.6651914291880923
1222,-3.471615720524021,-6.013014812302433,1942.0,4.1887902047863905
1367,-1.315559443625541e-15,-7.161572052401747,1942.0,4.71238898038469
1512,3.733624454148473,-6.4668272509667695,1942.0,5.235987755982989
1657,6.580280360632851,-3.799126637554589,1942.0,5.759586531581287
63,7.03056768558952,0.0,1943.0,0.0
208,6.80718657996502,3.9301310043668116,1943.0,0.5235987755982988
353,3.4716157205240186,6.013014812302434,1943.0,1.0471975511965976
498,4.625849263154849e-16,7.5545851528384285,1943.0,1.5707963267948966
643,-3.689956331877728,6.391191844522714,1943.0,2.0943951023931953
788,-5.93737940585838,3.427947598253275,1943.0,2.6179938779914944
933,-7.467248908296944,9.14474247398242e-16,1943.0,3.141592653589793
1078,-6.126467921968518,-3.5371179039301324,1943.0,3.6651914291880923
1223,-3.6462882096069906,-6.315556438078657,1943.0,4.1887902047863905
1368,-1.4840152260410066e-15,-8.078602620087336,1943.0,4.71238898038469
1513,3.973799126637555,-6.882821986409075,1943.0,5.235987755982989
1658,6.996275096075157,-4.039301310043672,1943.0,5.759586531581287
64,8.646288209606988,0.0,1944.0,0.0
209,7.034092799297189,4.061135371179039,1944.0,0.5235987755982988
354,4.104803493449783,7.109728205741243,1944.0,1.0471975511965976
499,4.839761367809409e-16,7.903930131004367,1944.0,1.5707963267948966
644,-3.951965065502182,6.845004283187048,1944.0,2.0943951023931953
789,-6.693733470298936,3.864628820960698,1944.0,2.6179938779914944
934,-7.860262008733624,9.626044709455177e-16,1944.0,3.141592653589793
1079,-6.807186579965019,-3.930131004366813,1944.0,3.6651914291880923
1224,-4.148471615720528,-7.185363612185298,1944.0,4.1887902047863905
1369,-1.5080803378146445e-15,-8.209606986899564,1944.0,4.71238898038469
1514,3.777292576419215,-6.542462657410825,1944.0,5.235987755982989
1659,6.277738734856628,-3.624454148471619,1944.0,5.759586531581287
65,7.510917030567687,0.0,1945.0,0.0
210,6.164285625190546,3.5589519650655017,1945.0,0.5235987755982988
355,3.668122270742359,6.3533741413006855,1945.0,1.0471975511965976
500,4.839761367809409e-16,7.903930131004367,1945.0,1.5707963267948966
645,-3.6681222707423564,6.353374141300686,1945.0,2.0943951023931953
790,-6.126467921968519,3.537117903930131,1945.0,2.6179938779914944
935,-7.205240174672489,8.82387431700058e-16,1945.0,3.141592653589793
1080,-7.109728205741243,-4.104803493449783,1945.0,3.6651914291880923
1225,-3.973799126637558,-6.882821986409074,1945.0,4.1887902047863905
1370,-1.4439067064182765e-15,-7.860262008733624,1945.0,4.71238898038469
1515,3.6899563318777306,-6.391191844522714,1945.0,5.235987755982989
1660,5.861743999414321,-3.384279475982536,1945.0,5.759586531581287
66,7.7292576419213965,0.0,1946.0,0.0
211,6.202103328412575,3.5807860262008733,1946.0,0.5235987755982988
356,3.558951965065503,6.164285625190545,1946.0,1.0471975511965976
501,4.49215419774575e-16,7.336244541484716,1946.0,1.5707963267948966
646,-3.3842794759825314,5.8617439994143234,1946.0,2.0943951023931953
791,-5.332296154305934,3.078602620087336,1946.0,2.6179938779914944
936,-6.550218340611353,8.021703924545981e-16,1946.0,3.141592653589793
1081,-5.3701138575279606,-3.1004366812227087,1946.0,3.6651914291880923
1226,-3.384279475982536,-5.861743999414322,1946.0,4.1887902047863905
1371,-1.2353424043800812e-15,-6.724890829694323,1946.0,4.71238898038469
1516,3.406113537117905,-5.899561702636351,1946.0,5.235987755982989
1661,4.954119122085652,-2.8602620087336272,1946.0,5.759586531581287
67,6.7685589519650655,0.0,1947.0,0.0
212,5.823926296192296,3.362445414847161,1947.0,0.5235987755982988
357,3.6899563318777306,6.391191844522714,1947.0,1.0471975511965976
502,4.49215419774575e-16,7.336244541484716,1947.0,1.5707963267948966
647,-3.4934497816593875,6.050832515524463,1947.0,2.0943951023931953
792,-6.050832515524463,3.4934497816593884,1947.0,2.6179938779914944
937,-6.899563318777293,8.449528133855101e-16,1947.0,3.141592653589793
1082,-5.861743999414323,-3.3842794759825336,1947.0,3.6651914291880923
1227,-3.27510917030568,-5.672655483304182,1947.0,4.1887902047863905
1372,-1.355667963248271e-15,-7.3799126637554595,1947.0,4.71238898038469
1517,3.5807860262008746,-6.202103328412574,1947.0,5.235987755982989
1662,5.6348377800821545,-3.253275109170309,1947.0,5.759586531581287
68,7.336244541484716,0.0,1948.0,0.0
213,5.559202373638101,3.2096069868995634,1948.0,0.5235987755982988
358,3.0131004366812237,5.218843044639849,1948.0,1.0471975511965976
503,4.0108519622729905e-16,6.550218340611353,1948.0,1.5707963267948966
648,-3.515283842794758,6.088650218746491,1948.0,2.0943951023931953
793,-5.93737940585838,3.427947598253275,1948.0,2.6179938779914944
938,-6.593886462882097,8.075181950709623e-16,1948.0,3.141592653589793
1083,-5.672655483304183,-3.2751091703056776,1948.0,3.6651914291880923
1228,-3.231441048034937,-5.597020076860127,1948.0,4.1887902047863905
1373,-1.259407516153719e-15,-6.855895196506551,1948.0,4.71238898038469
1518,3.253275109170307,-5.634837780082155,1948.0,5.235987755982989
1663,5.218843044639847,-3.0131004366812255,1948.0,5.759586531581287
69,7.336244541484716,0.0,1949.0,0.0
214,5.597020076860128,3.231441048034934,1949.0,0.5235987755982988
359,3.4934497816593897,6.050832515524462,1949.0,1.0471975511965976
