Country,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bermuda,21.85232164982016,21.763542310386025,22.436584077677267,22.55976591884597,22.52975550435228,21.984161585575194,21.686859484932963,22.315529929960316,22.4658385247767,21.837483692442905,21.767176210388573,21.850804330404348,21.56537200603061,22.00456075778888,22.223252602342797,21.241983777870875,,,,,,,,,,
Bolivia,7.555629515844569,6.788923048929537,7.246343588211868,8.331705653853206,6.868240100699778,6.841175208393413,7.124171423514316,7.630070726884316,7.654283872635282,7.716105515044151,7.601212166467543,7.043360641747739,7.147282314957046,6.817244187152883,7.305735698885496,7.8745761506514205,7.250971084371623,7.394284630384927,7.776604675879334,7.947397680365124,7.857990911418331,8.286651148738654,7.9163800705467375,7.486850107747041,7.8489646908283355,8.857930685883968
Brazil,22.129961739773567,21.867586126789252,22.056517723121974,22.63358838459702,21.916971502130554,22.32236801750459,22.71350520672006,22.772912534967578,22.15788058405087,21.95119130996031,21.93578765337278,21.652868924351903,21.815781276668375,21.31654694712722,21.940450094297734,22.461327065672947,21.761852728945026,22.326444563461006,22.280693875519145,22.96467671873387,22.631769025810243,22.37547915608106,22.325745173617037,22.039977260826774,23.10562748146212,22.77379199760618
Bulgaria,9.654774705581156,,9.281116658132786,10.22226568179376,10.463793949479433,10.94045389939439,10.344998079877113,10.314940005733016,10.008515745007681,10.281292313819195,9.4496010411333,10.169899940262844,11.945417662285942,11.874580638294951,11.416521149307579,11.543920677590032,10.750283395915117,11.735604375231738,11.892193989304204,11.698130448249925,11.78990548728452,11.877537284225271,11.430419724640155,11.567314016739047,11.741124110018818,6.592129590016131
Burundi,26.31097547967757,26.41708807260278,25.945547438672442,28.277777777777782,25.222222222222225,,,,27.38888888888889,23.036013645224173,23.685852859662386,17.206810771668227,12.247996407931199,,,,,,,,,,,,,
Canada,5.476906468680663,4.511338404125297,5.4971176821983265,7.197774162731601,6.896840082209707,5.60184970301557,6.719064829037947,5.836916687454322,5.62972341772484,5.644695391999342,6.4188902151685125,7.024230386300279,5.962491989790377,5.612313773820291,5.379868552554517,6.736681154415589,6.180836304747566,6.835838060507853,5.494331568084554,4.42859495388254,5.00223232444792,5.142815612198388,4.3896057347670245,3.5800648790437104,2.9911061047628453,-2.6405753306142636
Central African Republic,25.73927669021016,25.587411435154348,25.84672594108869,26.22328964076209,25.876750427207373,25.799091808848946,25.565027975430272,25.64084068559875,25.753599962798088,25.74355748499705,25.847081488942138,25.84603876520461,26.22101254480287,25.930791757645668,26.198469354856545,26.68673565250626,26.253297988849067,26.174329845232702,25.99084848096945,25.999181703950892,26.15173557774364,26.28363528062731,26.32705275359845,25.842257084700336,26.493160325479224,27.3920747015519
China,15.37291816009558,15.017056880759142,15.628793728646587,16.39670455191961,15.89800869033396,15.608291900271992,15.666620228139045,16.004942316743392,15.857717758947466,16.05805013114709,15.616164874551972,16.142279825908858,16.488641093905432,15.730341665219491,15.826021800539785,15.312226844740287,15.471423877794846,15.292608179184006,15.918989802013996,16.257933759567575,16.409172427035333,16.407214481854556,16.62078796154065,16.37854312679539,16.62708819889803,12.548684186132741
Colombia,12.991497411389885,12.826669378870898,13.46219384707288,14.076712275574437,13.375584421157745,12.968187389280272,13.243045046240985,13.790360087083299,13.475790659031297,13.109172400060425,13.343175029868577,13.246548045741596,13.058864567332309,12.895842382188322,13.609282825518457,13.857728139045344,13.777859205211357,13.528084531509634,13.802604255561244,13.813443072702333,14.15343417534278,14.352786189044068,13.949378804687946,13.883052735724172,14.264950438650127,14.515426605693571
Congo,25.722751438762288,25.099633601543132,25.96092076840555,26.166265593708125,25.758473510526446,25.00298231799738,25.274344970043895,25.71402365306935,25.781645047505265,25.74345071341271,25.77664241622575,25.54429154577004,25.43396732946464,25.326923948420056,25.51579836895002,26.03989335811319,25.495749416851567,25.390067152803528,25.513489574443877,25.8828089738484,25.654198313136487,25.95744706051992,25.727291702224502,25.85943800071148,25.899067476120944,27.33618094178717
Costa Rica,22.721914516478748,22.921815038683594,22.93411837667956,23.18426080827283,21.941628264208912,22.348080552847165,22.937569693349264,23.38491080228427,23.05651019749555,22.959686860572106,22.333785984525232,22.576531120213915,22.461319480002278,22.031003265435043,22.704189239758858,22.475623684360244,22.304013767992263,22.43340113843914,22.58511691414917,22.798397606088766,23.218885119758777,22.961713289114105,22.716132943619503,22.702871680424412,23.065741049998508,23.89435672431223
Croatia,,11.177610176664682,11.109758711913885,11.24823745961121,11.947339219748379,13.228940249110808,12.25445788530466,12.731137418435807,12.396859532343404,11.672076999134843,11.172274847812483,12.293311571940604,13.10626585879274,12.862329714772244,12.874581263622327,11.743147650338512,12.563528332479946,13.044037613809584,12.36747276270126,13.390757334395326,13.08035109802583,12.674824503710767,13.052686394151449,13.49361045526667,13.577158507493138,9.542236641535862
Cuba,24.332136812311546,23.94126087075107,25.03068849127344,24.72414653596677,24.25886594709773,23.994892089996423,24.019103873988936,24.696749915189386,24.58468614941548,24.550512209878068,24.404569181316493,24.407402784889346,24.479747681629405,24.191141060614086,24.17813528111776,23.55641889969847,24.065454144620812,23.910283717161732,24.389481993514252,24.091385127660516,24.848268333617796,24.405001441931365,24.338230002275704,24.380349944099276,24.862302269848467,24.192217484447742
Cyprus,18.88686841107021,19.824877189587397,18.90048106459904,20.180417397577646,18.898106060606064,22.1992174432497,19.928535515161858,19.67140500680263,18.51531862745098,22.707446876600102,19.070466732093077,19.023596176821986,19.40327885873585,20.020926887213502,20.835678760579885,32.27777777777778,,,,,,,,,,
Czech Republic,8.175956150082493,6.368758668754034,7.878574628776242,8.635342429816744,8.764959179609717,9.479278416347382,8.263347343118848,9.08048862477626,8.87973488081015,8.525874943352697,8.46263974227684,9.02037570404506,9.880555199977243,9.386998070558509,9.109746364763515,7.726254124708426,9.200178500312909,9.018763131874923,8.276691841611196,9.902497898137085,10.12074692780338,9.467450974333621,9.268713375433807,10.40688178364403,10.159241568897619,6.142514981825327
Denmark,7.885732775786539,6.334942460072234,8.34406575354156,8.054619041297656,8.644255987938784,9.048423660033782,8.099821855265404,8.919270402536531,8.333638775103829,8.349144625715816,8.346964072367298,8.961645900893213,9.193368820048928,9.100379021958554,8.575106501835275,6.832151746600672,8.700386158047449,8.182432812864775,8.220232050406782,9.88110093366963,9.04057575240371,8.920305998434474,8.81966525857655,9.579547056443712,9.563447268798894,6.074071158520547
Dominican Republic,26.002263374485597,25.77959898402717,26.330799371926087,26.3859419934336,26.00881239069504,25.97753944444712,26.25372552340583,26.477735840286826,26.528216877485097,26.14270080556335,26.530503333226523,26.70481607276348,26.722080764011995,26.169144814540164,26.323789133232495,26.73879217158787,26.368340729362234,26.412210183239722,27.010760990946604,27.079972940191244,27.28726253184988,26.731836580240156,26.720792073987756,26.470694062016985,27.23825203586976,26.678076823683057
Egypt,21.509170364681115,21.83450215603071,21.4916307532571,22.491274977401023,22.320068484383,21.784340453727737,22.591332778631166,22.525358942630447,22.372304569254883,22.35466138645134,22.204094484269216,22.249119943676394,22.648120413039766,23.008589447808948,23.364938445715698,24.149032471411505,22.118206320760084,22.579813132561558,22.519585253456224,22.809362139917695,22.558149499345735,23.83312093046752,23.29947338851909,24.20759959135469,23.216319703975742,18.26227245213897
Equador,19.79533458845025,19.128039283805965,20.585209961552682,20.35045921105256,18.819128119392165,18.49364142443808,18.855380362160698,19.466585488808615,19.598882644198042,20.264211606860847,20.156811813733857,20.011056994407966,19.775361623143883,19.477292315290555,20.027070238242377,19.97528574668285,19.807353181714742,19.943365442054958,23.238955952345375,24.70752983013864,26.950421360300396,26.539833353932355,25.98608870967742,25.546476180776125,25.96981999980265,28.039069272917992
Ethiopia,16.841138950304487,16.473049527827214,17.182557629088624,16.84292595596359,16.9275155965872,17.098987270873845,17.56794909107538,18.65941638528955,17.861111111111114,17.250440917107582,17.850202618044502,17.9100155140726,17.13196574033827,17.545274596599523,17.538946553062782,16.80082623635491,17.187145108321417,16.963565634772326,17.230765796341746,17.532891006069026,17.855634258466218,17.284836031804886,16.926531218304486,16.75202663834683,17.40960853202611,18.459392534915338
Finland,5.659797249246174,4.421949113555528,5.544879316720714,4.998038906588788,6.166947217955283,6.934389204740522,5.479462863401036,5.818888784950613,5.152198540706606,5.3605537359755004,5.8706779456107405,6.121016456164306,6.347834883654777,6.990059599829714,5.525471178048115,4.426216788985606,6.66992020822666,5.2410042365316745,6.420383171189623,6.668485884331165,7.126866430562668,6.04891374503907,5.951180519997725,6.517980251970695,6.567353841510054,3.0101730000728892
France,13.506539107479703,12.370189013169641,13.79299795186892,12.978353917659923,13.320545137110997,13.189152298850574,12.848068676395288,13.238518280554572,13.502142714911534,12.723181192408575,12.768872907683942,13.232585196563692,12.85010098424077,12.53028588709396,12.87057177483114,11.856508683222394,13.679572737099619,12.623688099946444,12.289814697293169,13.010889862383292,13.097593268191387,12.7701067910873,13.087221226602948,13.428575068975663,13.412295199409108,10.908544172220479
Gabon,26.488684595791508,26.147103701617052,26.79238677242138,26.939567352448638,26.5190074386983,26.287723665971146,26.282453277009733,26.521083988691515,26.617753087712767,26.48955179438587,26.4548806066117,26.48952430733345,26.802934869824004,26.63327760154172,26.632725147282986,26.755030366387896,26.30833084428515,25.741332962550985,26.46399840700916,26.586834317890176,26.660974213460776,27.21595617215287,26.875597371565117,26.800629874965043,26.98332081179973,28.184734193421626
Gambia,25.548857532540794,25.57609791057279,26.518855959507608,26.460651604230947,25.81992072320215,26.1314056212341,26.56528210855747,26.23778657035339,26.27750188964475,26.293406123446445,26.549313895297473,26.22113906329632,26.3338776773501,,,26.609758728262317,25.967440405074814,26.10591294854365,26.056851282926555,25.99839548896732,25.754817019400353,26.024822333456928,26.32958387855341,25.465537991202567,25.960118532643563,26.233712577127484
Georgia,13.879397792569835,13.067718246611463,12.98507353359504,14.375376636450413,13.913276227456334,13.96405900245815,13.985757212599538,13.546285328072962,13.180783125675601,13.680086927862234,13.644498847926267,9.612967862041938,,,,,,,,,,,,,,
Germany,10.163833346291,8.411232146918644,9.754182440271013,9.862746085262375,10.501770606787932,11.112883955577752,10.010180670616814,10.629037611838124,10.300044941787354,10.301706732874269,10.281233458554768,10.35283086361016,10.521058732238851,10.40819434399216,10.038815270418171,8.739893455503536,10.33150465235394,9.157054992515691,8.558085139671162,10.007130293375814,9.863175598793879,9.491674391298973,9.291192325197702,10.371304365628985,9.960876374181096,6.69691173161696
Greece,18.26576847584912,18.055688762548236,17.69333006201286,18.507286510781135,19.208718424645845,18.760059874483307,18.918565454855777,18.493345898923856,18.20959279171645,18.11516259492715,17.8719669169938,17.77776560909775,18.690606663194263,18.789390855114345,18.66277873661309,19.477091511634523,18.964258334755648,19.57236472420456,,,,,,,,
Guatemala,20.277926587301586,18.80994170700273,19.737578582807078,19.875015990248965,18.786319480002277,18.799652048229174,19.028950715510756,19.535899353484222,19.586727604887702,19.311902179481898,19.3949891904193,19.192814252755856,19.42383405871309,19.025121524783184,19.535480413275184,19.222462237583205,19.166857612220515,19.092163103036295,19.351301416623997,19.33301750077437,19.70614693133464,19.709462502918196,19.351580545599365,19.38079478074251,19.842597100671657,20.290372145055123
Guinea,27.137138464493603,27.12083310990482,27.775243851631352,28.728703703703705,27.39269106407995,27.502856898003962,27.416086989007265,27.650842949917024,27.52251185990433,27.741515435531937,27.819490214841533,27.71646617976143,27.702143903316507,27.94755150734365,27.563005152806582,28.29521729031511,28.228124175198786,27.301236969983655,27.17476547634851,27.05754985671148,27.04595408871479,27.2861291092443,27.442886653132348,27.19575481633916,27.499716179366345,28.837614839533636
Guinea-Bissau,28.601904658402983,28.464058709608242,28.468534172874453,29.686574074074073,,,,,,,,28.022701234025714,28.815763645726978,28.58358751591136,28.088432900388312,28.15105936811304,27.804145854877195,27.520221746809934,27.79478479419618,27.631455061331675,27.51998451480583,27.739592517062857,27.729579493087556,27.23972238761382,27.772757648230655,29.178215151140627
Guyana,,28.535185185185185,26.709235209235207,27.72222222222222,28.576356359721515,28.2789519998346,28.605172327078705,28.499472808371504,28.561900278822126,28.735207422150147,28.889829745871413,28.448654792371492,,,,28.695030663780663,28.36465645950136,,,,,,,,,
Haiti,30.130164269356772,30.03108391608392,30.937412973348085,,29.31111111111111,29.387684542110378,30.139524040068707,30.0789069360445,30.506881537972628,30.207082138570943,29.886468255695988,29.949885771954737,30.197119341563784,29.964735817166375,29.729707788477953,29.44789697770968,29.27184602036753,29.356219097918665,29.680821976280356,30.17844443723634,30.25569300334554,29.507068898216215,29.426472963405462,29.513675698276543,28.566190250676485,27.859342666561798
Honduras,22.574089032068425,21.421466949363687,22.256994053749708,22.69124826951888,21.6627651383621,21.740867905354374,22.294001855710082,22.37743603240885,22.094970332507412,22.210481173477095,22.47501122707345,22.09620631291284,22.041611196449907,21.66994151159093,21.86710710814161,21.593007908061676,21.69329983785629,21.674414129554098,22.017983017579795,22.22515985220585,22.82496088638562,22.64175095098807,21.875653552938502,20.999058507645724,21.4971252106495,23.750739255443023
Hong Kong,23.36166332423053,23.844696782433157,23.988666652443538,24.485072032264387,24.14955552710929,23.993160953871932,24.17000305797349,24.40102989155409,24.282685114069523,24.062394430025133,23.899116387893272,24.356077900096718,24.527501849007226,23.77665650448372,24.39348983928841,24.103302611367127,23.701766157478527,24.20573665526854,24.12196016100586,24.446047944599318,25.07548145303522,24.523822766036336,24.75957750184901,24.467803964145062,25.147221072382777,22.27780706007625
Hungary,10.121052369573876,9.201982827284088,10.170700347044432,10.716483188257383,10.279263739545998,11.72214531921614,10.748244509870853,11.618961869969935,10.84206598111168,9.256342953075434,9.007456832792855,9.956712251806339,11.806132303578542,11.454470330545599,11.34641108678465,10.006873684360244,10.789975180633784,11.376564838847004,11.226178742106162,11.988641090313733,11.918629814530354,11.23290487372801,11.186608565170394,12.107506692774017,12.187455492766693,7.197562882468333
Iceland,3.8023521505376348,5.066860812425329,5.161726617170166,4.578194831629719,4.370849334357399,4.517712066905616,5.270278631165728,5.524925711484851,6.201319551117938,5.70418898227111,5.185728864425101,5.529585537918872,5.645009102804802,5.4396117428143755,5.662475465096432,5.985711085509473,5.49410735620413,5.673591713701096,5.029529000967173,6.044635271472189,4.577476602947033,6.044794456117223,5.507420919383285,5.151073653047554,5.763172959885099,2.130898022177221
India,26.64842768968553,26.57417368391222,26.418927966945443,26.898492754636845,26.88469827191351,26.773648034711673,26.559407169379103,27.062802117972268,26.733843852727443,26.773069957703346,26.61031888263071,26.942818295926497,26.733808494829017,26.61426305626145,27.428744986674758,27.25019160766519,26.812802272485538,27.031896165492522,26.76462412293574,27.042836519315017,27.438112216959663,27.884659986280592,27.62059079276366,27.51726914546772,27.458058912734128,25.901720321053894
Indonesia,27.912495654729955,27.711376391056238,28.1468440682707,28.3863181425891,27.981598917957815,28.53264790764791,28.49043082338537,29.456851851851855,29.042536324090623,29.322927717624683,29.140974560419004,29.136435758055434,28.4162313879276,28.386487247038996,28.650949478502202,28.48826797558722,28.64309431359163,28.698830319010153,28.437571814557817,28.579021195628126,28.52166503100643,28.65331967912613,28.593635577351282,28.642822375199916,28.90622574710682,28.523028879825326
Ireland,9.95774414006941,8.986218397670937,10.028539070944985,9.871168209086369,9.862969718950902,9.398808518381193,9.349813321385902,9.985276541459337,9.956539796324742,9.922840879440805,10.10138746657564,10.240649001536099,10.235189807703248,9.52262802290611,9.593968594832981,8.45589264379587,10.060248833703136,9.433313935923318,9.520200759515276,10.103638988450816,9.53226233145588,9.857117132891142,10.090006471525289,9.89842063966168,9.881148258282058,7.28111237874308
Israel,20.27378925584571,22.013884311329,20.193715901265957,21.340293938991667,21.649395369365376,20.986997898900015,21.32695764187213,21.36128943253449,20.951446241899628,20.97576563312994,21.499423424861646,21.628484645017007,21.58031866683146,,,,,,,,,,,,,
Italy,13.391641420606476,13.213108271879593,14.171489019741708,13.97296907495907,14.256820169824202,14.454452069282068,14.156607356204132,14.133391169513482,14.575108095807023,13.764939782199702,13.40875824941685,13.970998677248678,14.284736445354726,14.343470110822727,14.452541103626801,13.723508526767937,14.556144215452013,14.44139939438883,14.21935857228196,15.009078941546086,14.735863984183878,14.947234323383034,14.897040343915345,15.450221920375744,15.204297212952666,10.94780660055966
Ivory Coast,26.99343815781988,26.94173177428183,26.84693187277566,27.299006237633776,26.928685332157556,26.609182332796735,26.651136625830475,26.7754133536577,27.213448031458785,27.03590853240298,27.000633284974683,25.952182065578125,25.14500021334699,26.479185892418187,25.929924465357356,26.994366572793993,26.004187556892532,26.587709766681773,26.844765887239006,26.84357770255321,27.021666453319682,27.40941941663577,27.370611808044604,27.454418732181576,27.535483024936585,28.658929516493476
Japan,13.00102619901007,12.429877275619459,13.239914376742334,13.48954813108039,13.560095342398212,13.226316162906201,12.653209212797028,13.227392367356524,12.836152832299787,13.958479700810686,12.992979343270562,13.399849708899888,14.065359916367981,13.716420433558303,13.773858977804721,14.06740378050862,13.617310856042934,13.382466915685924,13.864363941514478,13.568204898446835,14.254883512544803,14.186032222721495,13.630568237848705,14.295699854443434,14.289343585904923,9.133724989357173
Jordan,17.339411589008364,17.971602535052664,16.94391854412016,18.468879390997074,18.225986018660752,17.67820864060204,18.362363457927973,17.777853762127958,17.64203113443705,17.89942975047721,17.939528218694885,17.89107462877624,18.11040493258235,18.447311656298492,18.30880997993067,20.05368805825795,17.616382915173237,18.663736284486195,18.227567888482795,18.51962365591398,18.391583105763214,18.870894615416308,18.685182696136998,19.14268812463257,18.42558493177365,13.050152432744202
Kazakhstan,9.176151006997783,8.143534826075614,9.952244410308927,9.158303346228974,9.822757367582637,9.967501956906851,9.919514493372022,10.183097666968635,8.85234610570632,10.045537050769717,9.492309552255788,10.131279512999944,9.790090388007055,10.028876563808897,9.425377427986808,9.423477769243897,9.105228067929682,8.776584751232507,10.635545030437504,9.836728395061728,11.75198448256244,11.426656663880893,11.116455097570691,10.353027156700993,11.67561167235265,7.354560004943764
Kenya,20.567286500018295,20.136559706247503,19.366560467277314,18.738995778640387,19.581610416332637,19.683641975308642,19.36406596148411,18.915343333440163,19.277206326000186,19.790124485232013,20.218613264571612,20.445660904437748,,,,18.732772435897438,19.406231203394718,19.772002156030705,19.539917630896962,19.652275269504806,19.94486527401827,19.97342684370153,20.427489074596973,19.377061398773023,20.216672043832364,20.432269473203846
Kuwait,26.077505760368666,26.842263351597797,26.093387123476628,27.079572223486498,27.313511264720944,26.788419574561587,27.03170976275815,26.95640626299229,27.07579009501053,26.853104958870627,26.617165898617515,27.011728395061727,26.915226930079083,26.85103201087628,26.835913973590095,27.909965082209705,26.512474042783182,27.204197001175128,26.7731552597144,27.14803863002788,27.511118774436813,27.282015511061676,27.498975750539987,27.980232216343328,27.559249030592706,21.689164788986815
Kyrgyzstan,,,-1.670250896057348,12.346310003128185,11.407692004931995,12.329146582622668,11.82271185355863,12.180618520269059,11.714389898731298,12.329507065463686,11.999007225351313,12.270412684189566,12.138350543323662,12.098303155769784,11.86218228464706,12.215785188029813,11.287151888831998,11.277820349084719,12.641239972691587,10.92554150626134,12.561778531603801,12.638543205462469,12.057099121010411,11.404445835150733,12.878801780648999,8.482353849956741
Laos,27.796911606174216,27.102405107183568,27.52862583205325,28.356304900641717,27.065746601652236,27.089605391450036,27.42560610707523,27.1870144441381,27.06502673948911,26.77812006481825,27.165531660692952,27.077933165500372,26.95674247596291,26.099311306115165,27.163386959447397,27.75749061273255,26.619006727541674,27.807609621115372,27.466812809353133,27.21695926810921,27.545143511406952,27.53452567324462,26.906572865107815,26.85450505460702,27.651106743628528,28.02997677064418
Latvia,7.1912648631734655,5.5053504236531685,7.464826904477442,6.3050371956465145,8.226601169141492,8.660716983204933,7.699385205097571,8.232912547428677,7.517934658929282,7.288339753361073,7.212751393866985,7.51292100472208,7.746442438982761,8.085580343042338,6.972468662515474,5.866165301245947,7.392688954315299,6.356321839080461,7.257648845081641,7.785963980707112,8.209139073789611,7.664043724852031,7.254423394208341,8.001555655117484,8.492522310699917,4.884054710995757
Lebanon,20.59987768106048,20.730411534077646,20.3079645986232,21.26933788947678,21.369111267565568,20.77440400170285,21.58979988052569,21.282642663489437,21.127338638561756,20.945184807536496,20.876244879672303,20.828874381293737,21.21684445582295,21.380416340515524,21.473144200002746,22.552433222392903,21.07667655174376,21.573049959488596,21.58770339079479,21.732856542324882,21.5956683449963,21.88806269654898,21.62974271579435,22.34625564699587,21.694250091605692,16.820683950828556
Macedonia,12.237690927595347,12.895437084218601,12.698594754508733,12.898200220616589,12.530685341639645,12.297690506598554,12.392048557774364,12.143277463774774,12.475412115264268,12.24055260302943,11.622403922739943,11.83703739261535,13.14393561187916,13.28622543566926,12.516194103089264,12.857176992660863,12.0267796694544,12.760684539749242,13.05282791431985,13.142072658082219,12.86610343061956,12.722846372512668,12.662057660579167,13.218714876764459,13.717678378244647,7.827554896386931
Madagascar,19.037455908289243,18.764240617146626,19.340861193653907,18.593612667315618,18.304510329873235,18.46291854302607,19.02220124310178,18.82584515494462,18.831247510951812,18.537041843474917,18.65466980997895,18.58729483131365,18.660247595309702,18.44033665664181,18.83445720602747,19.241611196449906,19.267927547363033,12.475652645600738,18.009894322125508,19.06583145271915,19.02780124594641,18.709110946318955,19.0208521789839,18.921706831212507,19.57012725970699,20.552047986208162
Malawi,20.4717482034762,20.74665657508795,20.28812324371535,21.512387779395787,20.583699228084257,19.144413559936307,20.537997507750596,22.367829218106998,21.704444444444444,,,21.05555555555556,,,,22.43150490376696,22.03240988610159,21.961045226316827,21.025692254788076,,,,,,,
Malaysia,27.527192860990187,27.53276445707851,27.760615434943393,28.260683059473383,27.358713090971154,27.64804910119612,27.763163153552938,28.176142828696594,27.861755063435172,27.830577356184516,28.397088524776695,27.589795613585938,27.378836689992607,27.176210192394844,27.726635353704783,28.57009586391307,28.37261620299255,28.323686469190733,27.958626685441203,28.0256421744325,28.18737128065085,28.58855106496931,27.920590828924162,27.781414546929472,28.329549826139914,28.85265423119706
Mauritania,25.567593579628944,25.465681718827962,26.23636182331724,26.046744767467587,24.905435310822856,25.316818069459895,25.970779539144853,25.46467399165536,25.24639656938044,25.343800038451505,25.831442525901906,25.684290905729082,25.467159326549393,25.903255436615293,25.07509123649048,26.062890424987202,25.10490911418331,25.485764704266742,25.86006784434204,25.334233262533743,25.980228423507995,25.917797020695147,25.85820734008458,21.250000000000004,,
