country,year,methane,nitrous_oxide,total_co2
Asia,1990,2738.66,758.12,19768.44
Asia,1991,2763.91,770.57,21525.960000000006
Asia,1992,2763.0,790.43,21740.801
Asia,1993,2811.78,788.66,22643.216
Asia,1994,2828.77,813.52,23518.34
Asia,1995,2901.2,867.02,24511.761000000002
Asia,1996,2892.37,896.77,25441.347
Asia,1997,3114.58,892.59,25691.972999999998
Asia,1998,2963.73,909.81,24766.797
Asia,1999,2952.22,918.17,26251.937
Asia,2000,2985.48,914.89,27319.042000000005
Asia,2001,2969.62,918.93,27728.399
Asia,2002,3085.51,947.89,29210.0
Asia,2003,3082.83,971.65,32027.125999999997
Asia,2004,3263.33,1018.84,33906.678
Asia,2005,3270.8,1031.96,36220.831999999995
Asia,2006,3447.3,1065.48,38641.23999999999
Asia,2007,3387.65,1088.04,40763.575000000004
Asia,2008,3432.91,1098.17,42941.87
Asia,2009,3540.18,1143.03,44600.60399999999
Asia,2010,3541.13,1164.94,47906.191999999995
Asia,2011,3688.21,1176.03,51571.412000000004
Asia,2012,3702.91,1200.38,53776.251
Asia,2013,3741.63,1217.92,54451.478
Asia,2014,3858.14,1243.24,55419.311
Asia,2015,3878.78,1266.21,56029.777999999984
Asia,2016,3773.08,1274.05,56380.617000000006
Asia,2017,3806.88,1294.55,57950.642
Asia,2018,3919.71,1298.16,59939.15
Asia,2019,3998.1,1308.97,61270.687
Asia,2020,3891.22,1332.37,60174.096000000005
Australia,1990,146.25,78.77,799.6440000000002
Australia,1991,146.66,77.78,803.0049999999999
Australia,1992,144.88,76.89,815.594
Australia,1993,143.46,76.61,825.2009999999999
Australia,1994,144.34,76.4,843.4150000000001
Australia,1995,143.46,76.19,871.7579999999999
Australia,1996,139.43,71.89,891.9019999999998
Australia,1997,142.61,71.8,916.312
Australia,1998,145.14,75.57,963.847
Australia,1999,161.77,93.12,984.5329999999999
Australia,2000,168.15,99.53,990.9179999999999
Australia,2001,177.94,109.89,1015.1730000000001
Australia,2002,172.55,103.81,1043.257
Australia,2003,134.52,65.23,1073.663
Australia,2004,151.88,85.45,1110.2279999999998
Australia,2005,133.37,62.61,1116.403
Australia,2006,154.45,84.77,1140.9180000000001
Australia,2007,150.36,77.99,1166.677
Australia,2008,133.42,61.66,1171.3029999999999
Australia,2009,138.83,66.92,1209.3790000000001
Australia,2010,129.67,54.45,1206.007
Australia,2011,178.12,107.79,1202.553
Australia,2012,177.6,107.45,1214.858
Australia,2013,142.24,64.52,1179.2
Australia,2014,155.18,76.54,1166.107
Australia,2015,151.88,72.58,1184.487
Australia,2016,135.53,58.32,1191.8700000000001
Australia,2017,158.05,80.09,1204.49
Australia,2018,157.3,77.81,1195.5900000000001
Australia,2019,153.87,72.2,1193.82
Australia,2020,136.75,55.06,1146.8449999999998
Austria,1990,11.85,4.98,213.738
Austria,1991,11.85,5.01,222.619
Austria,1992,11.65,4.79,213.66
Austria,1993,11.33,4.73,210.473
Austria,1994,10.93,4.68,211.017
Austria,1995,10.45,4.67,221.09799999999998
Austria,1996,10.27,4.72,235.79199999999994
Austria,1997,9.95,4.73,229.68699999999998
Austria,1998,9.67,4.71,232.30399999999997
Austria,1999,9.54,4.7,228.195
Austria,2000,9.28,4.69,224.418
Austria,2001,9.17,4.54,236.93399999999997
Austria,2002,9.05,4.63,239.09799999999998
Austria,2003,8.9,4.46,255.78399999999996
Austria,2004,8.81,3.98,260.11400000000003
Austria,2005,8.63,3.97,264.966
Austria,2006,8.49,4.01,263.70000000000005
Austria,2007,8.33,4.01,253.817
Austria,2008,8.25,4.33,250.698
Austria,2009,8.07,3.83,229.92600000000002
Austria,2010,8.11,3.82,245.244
Austria,2011,7.92,3.98,242.978
Austria,2012,7.77,3.79,234.14
Austria,2013,7.63,3.88,230.461
Austria,2014,7.44,3.92,223.66200000000003
Austria,2015,7.39,4.02,221.82100000000003
Austria,2016,7.31,4.0,226.797
Austria,2017,7.27,3.92,231.094
Austria,2018,7.08,3.86,224.374
Austria,2019,6.96,3.78,225.06299999999996
Austria,2020,6.86,3.76,205.065
Belarus,1990,20.55,21.66,278.428
Belarus,1991,20.13,20.46,275.11300000000006
Belarus,1992,18.01,16.33,232.30599999999998
Belarus,1993,17.1,16.01,199.35600000000002
Belarus,1994,16.26,15.3,166.043
Belarus,1995,15.44,15.25,156.72299999999998
Belarus,1996,15.19,15.29,171.581
Belarus,1997,14.97,15.34,168.457
Belarus,1998,14.91,15.27,191.58499999999998
Belarus,1999,14.75,15.28,183.839
Belarus,2000,14.34,15.06,151.901
Belarus,2001,14.1,15.06,147.296
Belarus,2002,13.95,14.78,146.952
Belarus,2003,14.01,15.0,150.783
Belarus,2004,14.4,15.18,158.28799999999998
Belarus,2005,14.16,15.54,161.63000000000002
Belarus,2006,14.57,16.05,170.39099999999996
Belarus,2007,14.95,15.87,169.793
Belarus,2008,15.78,16.4,177.774
Belarus,2009,15.84,16.54,177.587
Belarus,2010,16.3,16.43,186.64999999999998
Belarus,2011,15.99,16.93,173.673
Belarus,2012,16.27,16.81,188.734
Belarus,2013,16.92,16.56,194.631
Belarus,2014,17.02,16.17,190.30599999999995
Belarus,2015,17.24,16.02,177.617
Belarus,2016,16.81,15.23,175.01699999999997
Belarus,2017,17.01,15.63,178.67999999999998
Belarus,2018,17.05,15.53,187.769
Belarus,2019,17.04,15.53,187.184
Belarus,2020,17.09,15.92,176.64
Belgium,1990,13.26,8.19,395.549
Belgium,1991,13.35,8.12,402.41499999999996
Belgium,1992,13.16,7.74,417.389
Belgium,1993,12.97,7.96,405.608
Belgium,1994,13.01,8.47,412.267
Belgium,1995,13.13,8.84,418.484
Belgium,1996,13.01,9.34,424.5250000000001
Belgium,1997,12.82,9.03,418.59600000000006
Belgium,1998,12.55,9.13,441.115
Belgium,1999,12.61,9.06,437.23500000000007
Belgium,2000,12.14,7.69,443.867
Belgium,2001,11.63,7.48,441.48100000000005
Belgium,2002,11.08,7.97,447.69399999999996
Belgium,2003,10.4,7.21,463.188
Belgium,2004,10.26,7.29,476.20199999999994
Belgium,2005,9.99,7.17,477.49
Belgium,2006,9.83,6.16,473.655
Belgium,2007,9.65,5.53,475.63199999999995
Belgium,2008,9.45,5.49,474.62100000000004
Belgium,2009,9.36,5.69,416.0670000000001
Belgium,2010,9.24,6.21,445.308
Belgium,2011,8.99,4.95,430.04
Belgium,2012,8.83,4.96,414.074
Belgium,2013,8.61,4.85,415.38
Belgium,2014,8.54,4.84,406.24699999999996
Belgium,2015,8.53,4.79,410.665
Belgium,2016,8.45,4.63,407.379
Belgium,2017,8.16,4.59,399.411
Belgium,2018,8.18,4.62,408.485
Belgium,2019,8.08,4.62,400.187
Belgium,2020,7.97,4.56,361.033
Brazil,1990,291.05,111.7,682.7629999999999
Brazil,1991,300.15,115.63,710.7249999999999
Brazil,1992,305.53,117.29,721.0689999999998
Brazil,1993,306.67,120.07,751.0999999999999
Brazil,1994,313.05,123.53,783.867
Brazil,1995,319.19,125.48,836.092
Brazil,1996,311.52,116.09,900.606
Brazil,1997,320.61,120.11,956.436
Brazil,1998,337.42,130.37,984.1329999999998
Brazil,1999,338.43,129.16,987.6209999999999
Brazil,2000,333.94,124.64,1030.638
Brazil,2001,347.57,132.72,1035.4180000000001
Brazil,2002,371.36,147.54,1027.138
Brazil,2003,387.02,152.26,1013.3219999999998
Brazil,2004,404.45,163.67,1059.257
Brazil,2005,414.53,164.57,1078.752
Brazil,2006,407.21,157.26,1096.977
Brazil,2007,414.45,169.83,1174.112
Brazil,2008,407.24,155.85,1268.479
Brazil,2009,409.16,150.05,1193.3749999999998
Brazil,2010,438.27,177.4,1365.361
Brazil,2011,429.81,168.0,1444.371
Brazil,2012,434.35,171.55,1550.0159999999998
Brazil,2013,428.42,168.6,1655.9550000000002
Brazil,2014,436.81,177.2,1728.124
Brazil,2015,446.49,177.68,1606.8429999999998
Brazil,2016,447.89,176.2,1473.367
Brazil,2017,448.99,187.82,1492.7560000000003
Brazil,2018,438.0,177.53,1434.3290000000002
Brazil,2019,449.79,189.05,1423.4930000000002
Brazil,2020,459.01,201.77,1316.573
Bulgaria,1990,16.37,8.33,214.60199999999998
Bulgaria,1991,15.35,7.13,167.61399999999998
Bulgaria,1992,14.81,5.32,156.798
Bulgaria,1993,13.52,4.61,162.18699999999998
Bulgaria,1994,11.72,4.65,154.328
Bulgaria,1995,12.01,4.42,162.37899999999996
Bulgaria,1996,12.07,4.51,165.78400000000002
Bulgaria,1997,11.57,4.23,158.211
Bulgaria,1998,11.07,3.66,152.131
Bulgaria,1999,10.66,3.41,134.185
Bulgaria,2000,10.6,3.81,133.24
Bulgaria,2001,9.97,4.0,143.23700000000002
Bulgaria,2002,9.44,4.42,135.43
Bulgaria,2003,9.84,4.53,147.242
Bulgaria,2004,9.33,4.42,144.80499999999998
Bulgaria,2005,8.91,4.04,149.71599999999998
Bulgaria,2006,8.52,3.31,154.57600000000002
Bulgaria,2007,8.6,3.68,165.39499999999998
Bulgaria,2008,8.32,3.89,163.044
Bulgaria,2009,7.97,3.87,136.423
Bulgaria,2010,7.82,3.81,140.55299999999997
Bulgaria,2011,8.07,4.45,153.197
Bulgaria,2012,7.78,3.53,140.456
Bulgaria,2013,7.52,3.86,123.364
Bulgaria,2014,7.5,3.94,129.20000000000002
Bulgaria,2015,7.42,4.11,136.762
Bulgaria,2016,7.12,4.32,130.218
Bulgaria,2017,7.09,4.3,135.928
Bulgaria,2018,6.98,4.25,127.58299999999998
Bulgaria,2019,6.86,4.37,124.06300000000002
Bulgaria,2020,6.98,4.33,108.958
Canada,1990,69.64,43.87,1400.286
Canada,1991,70.92,43.6,1382.7749999999999
Canada,1992,73.44,44.11,1423.586
Canada,1993,75.05,43.88,1411.7909999999997
Canada,1994,76.78,45.93,1445.977
Canada,1995,79.83,47.31,1479.679
Canada,1996,84.32,51.12,1522.0040000000001
Canada,1997,83.87,47.84,1582.85
Canada,1998,91.12,47.6,1601.9689999999998
Canada,1999,86.75,41.95,1630.9279999999997
Canada,2000,86.25,39.41,1715.105
Canada,2001,86.12,37.9,1677.901
Canada,2002,87.8,39.22,1711.6039999999998
Canada,2003,88.65,40.07,1740.2260000000003
Canada,2004,91.19,42.08,1743.4429999999998
Canada,2005,91.55,42.96,1758.4750000000001
Canada,2006,93.64,38.83,1713.2540000000001
Canada,2007,92.57,42.96,1786.966
Canada,2008,88.87,43.25,1737.304
Canada,2009,85.85,40.14,1663.49
Canada,2010,86.36,40.61,1719.2220000000002
Canada,2011,87.48,43.21,1731.789
Canada,2012,88.06,45.5,1709.5999999999997
Canada,2013,90.99,45.07,1717.06
Canada,2014,93.38,44.52,1691.4289999999999
Canada,2015,94.24,44.93,1682.7469999999996
Canada,2016,96.17,43.71,1636.8650000000002
Canada,2017,100.7,44.66,1661.0520000000001
Canada,2018,104.92,47.56,1682.537
Canada,2019,103.86,44.86,1681.6509999999998
Canada,2020,100.25,47.2,1526.952
China,1990,764.18,296.39,7290.055
China,1991,773.83,303.93,7612.071
China,1992,779.55,309.82,8037.5689999999995
China,1993,788.86,301.62,8600.413999999999
China,1994,811.27,315.16,8957.568
China,1995,848.71,358.81,9717.228
China,1996,857.26,384.86,10142.947999999999
China,1997,812.25,356.78,10089.747999999998
China,1998,814.34,365.83,9688.951000000001
China,1999,808.7,381.46,10286.958
China,2000,808.41,376.31,10560.928
China,2001,800.87,378.53,10815.179999999998
China,2002,793.65,397.24,11856.203000000001
China,2003,818.95,401.81,13759.994
China,2004,865.02,417.61,14750.294000000002
China,2005,902.04,427.86,16482.071
China,2006,940.51,440.71,18124.129
China,2007,970.03,449.65,19512.575999999997
China,2008,988.56,465.49,20972.052999999996
China,2009,1017.72,476.38,22503.572
China,2010,1066.02,488.82,24578.053
China,2011,1112.8,497.79,27202.726
China,2012,1113.26,509.82,28056.959
China,2013,1136.23,523.04,28637.695000000003
China,2014,1149.47,534.71,28812.903000000006
China,2015,1147.67,549.87,28602.008
China,2016,1107.28,551.99,28395.086
China,2017,1116.91,549.27,29164.791
China,2018,1147.49,545.9,30323.287999999993
China,2019,1163.53,536.88,31374.843999999997
China,2020,1186.57,537.23,31812.155999999995
Croatia,1990,4.05,2.94,66.949
Croatia,1991,3.98,2.66,49.619
Croatia,1992,3.72,2.77,50.932
Croatia,1993,3.67,2.3,51.815000000000005
Croatia,1994,3.53,2.34,49.939
Croatia,1995,3.44,2.28,53.32999999999999
Croatia,1996,3.39,2.27,54.48100000000001
Croatia,1997,3.37,2.64,58.062
Croatia,1998,3.37,2.15,58.496
Croatia,1999,3.38,2.24,62.026999999999994
Croatia,2000,3.31,2.39,60.972999999999985
Croatia,2001,3.38,2.21,66.05699999999999
Croatia,2002,3.4,2.41,69.98
Croatia,2003,3.51,2.31,71.74300000000001
Croatia,2004,3.65,2.64,71.683
Croatia,2005,3.63,2.49,72.569
Croatia,2006,3.75,2.92,75.414
Croatia,2007,3.79,3.08,79.42000000000002
Croatia,2008,3.77,3.42,80.907
Croatia,2009,3.82,2.24,69.25399999999999
Croatia,2010,3.8,2.51,66.176
Croatia,2011,3.82,2.64,64.53699999999999
Croatia,2012,3.75,2.33,61.66299999999999
Croatia,2013,3.65,1.73,60.4
Croatia,2014,3.64,1.7,54.493
Croatia,2015,3.74,1.84,57.134
Croatia,2016,3.75,1.61,58.806000000000004
Croatia,2017,3.77,1.75,59.394
Croatia,2018,3.67,1.74,59.69499999999999
Croatia,2019,3.68,1.76,59.20099999999999
Croatia,2020,3.67,1.78,56.297
Cyprus,1990,0.53,0.32,16.082
Cyprus,1991,0.54,0.32,17.162
Cyprus,1992,0.55,0.37,19.336000000000002
Cyprus,1993,0.56,0.37,19.069999999999997
Cyprus,1994,0.58,0.37,19.557000000000002
Cyprus,1995,0.59,0.37,19.536
Cyprus,1996,0.6,0.38,21.462
Cyprus,1997,0.61,0.36,20.805
Cyprus,1998,0.62,0.37,23.101
Cyprus,1999,0.62,0.37,22.112
Cyprus,2000,0.64,0.36,21.914
Cyprus,2001,0.66,0.38,21.827
Cyprus,2002,0.68,0.4,22.697000000000003
Cyprus,2003,0.67,0.4,23.696
Cyprus,2004,0.67,0.39,24.853
Cyprus,2005,0.67,0.36,25.576999999999998
Cyprus,2006,0.67,0.36,26.271000000000004
Cyprus,2007,0.67,0.37,27.761
Cyprus,2008,0.68,0.36,29.264000000000003
Cyprus,2009,0.68,0.38,25.671
Cyprus,2010,0.69,0.39,24.855
Cyprus,2011,0.69,0.38,23.927000000000003
Cyprus,2012,0.69,0.38,22.673999999999996
Cyprus,2013,0.69,0.34,19.659
Cyprus,2014,0.7,0.34,20.983
Cyprus,2015,0.71,0.35,20.634
Cyprus,2016,0.73,0.35,21.615000000000002
Cyprus,2017,0.74,0.36,22.839
Cyprus,2018,0.74,0.36,22.447
Cyprus,2019,0.74,0.37,22.261
Cyprus,2020,0.75,0.37,20.202
Czechia,1990,23.66,8.05,479.854
Czechia,1991,22.16,6.14,428.35100000000006
Czechia,1992,20.66,5.97,439.66400000000004
Czechia,1993,19.72,5.39,412.6439999999999
Czechia,1994,18.52,5.57,390.78400000000005
Czechia,1995,17.99,5.54,386.85200000000003
Czechia,1996,17.76,5.77,392.458
Czechia,1997,17.4,5.52,380.62300000000005
Czechia,1998,16.71,5.43,365.59999999999985
Czechia,1999,15.86,5.15,343.67800000000005
Czechia,2000,14.98,5.56,374.96700000000004
Czechia,2001,14.68,5.9,376.30100000000004
Czechia,2002,14.14,4.92,372.843
Czechia,2003,14.07,5.0,376.05400000000003
Czechia,2004,13.65,5.21,372.04200000000003
Czechia,2005,14.04,5.12,361.7130000000001
Czechia,2006,14.29,4.99,368.464
Czechia,2007,13.82,5.01,378.55400000000003
Czechia,2008,13.92,4.93,370.087
Czechia,2009,13.59,4.71,344.131
Czechia,2010,13.82,4.58,355.64000000000004
Czechia,2011,13.77,4.74,346.194
Czechia,2012,13.62,5.16,333.40100000000007
Czechia,2013,12.82,5.01,322.384
Czechia,2014,12.76,5.13,311.22200000000004
Czechia,2015,12.76,5.58,314.521
Czechia,2016,12.47,5.6,319.0199999999999
Czechia,2017,12.49,5.3,326.279
Czechia,2018,12.41,5.16,325.87300000000005
Czechia,2019,12.42,5.08,310.80999999999995
Czechia,2020,12.38,4.76,283.03700000000003
Denmark,1990,9.63,7.48,168.982
Denmark,1991,9.9,7.36,193.969
Denmark,1992,9.95,6.89,186.04899999999998
Denmark,1993,10.13,6.93,188.20600000000002
Denmark,1994,10.01,6.83,198.15999999999997
Denmark,1995,9.96,6.83,191.459
Denmark,1996,10.09,6.78,222.84
Denmark,1997,10.19,6.77,198.291
Denmark,1998,10.17,6.59,188.12699999999998
Denmark,1999,10.25,6.63,186.74200000000005
Denmark,2000,10.56,6.62,174.23599999999996
Denmark,2001,10.74,6.45,178.147
Denmark,2002,10.62,6.28,177.573
Denmark,2003,10.56,6.43,188.896
Denmark,2004,10.53,5.73,180.491
Denmark,2005,10.41,5.62,169.913
Denmark,2006,10.17,5.56,191.58800000000005
Denmark,2007,9.99,5.53,179.55500000000004
Denmark,2008,9.69,5.55,170.87600000000003
Denmark,2009,9.3,5.25,159.925
Denmark,2010,9.44,5.17,160.72899999999996
Denmark,2011,9.06,5.15,148.32799999999997
Denmark,2012,8.85,5.19,132.564
Denmark,2013,8.62,5.1,135.829
Denmark,2014,8.45,5.28,126.104
Denmark,2015,8.43,5.44,119.308
Denmark,2016,8.39,5.5,123.32199999999999
Denmark,2017,8.29,5.53,118.55400000000002
Denmark,2018,8.11,5.26,119.36400000000002
Denmark,2019,7.9,5.42,108.385
Denmark,2020,7.78,5.49,99.10700000000001
Estonia,1990,2.28,2.31,105.202
Estonia,1991,2.26,2.18,98.564
Estonia,1992,2.3,1.87,72.85799999999999
Estonia,1993,2.08,1.72,56.816
Estonia,1994,1.79,1.6,56.722
Estonia,1995,1.72,1.54,51.797
Estonia,1996,1.66,1.51,54.840999999999994
Estonia,1997,1.62,1.51,53.321999999999996
Estonia,1998,1.56,1.55,50.929
Estonia,1999,1.52,1.56,51.659
Estonia,2000,1.46,1.59,51.285
Estonia,2001,1.44,1.57,50.71000000000001
Estonia,2002,1.44,1.57,50.562000000000005
Estonia,2003,1.39,1.61,55.229000000000006
Estonia,2004,1.41,1.63,55.476
Estonia,2005,1.34,1.62,53.546
Estonia,2006,1.33,1.62,54.087999999999994
Estonia,2007,1.32,1.67,61.123
Estonia,2008,1.3,1.73,53.145999999999994
Estonia,2009,1.26,1.68,42.904999999999994
Estonia,2010,1.28,1.72,55.194
Estonia,2011,1.22,1.73,57.445
Estonia,2012,1.22,1.76,53.152999999999984
Estonia,2013,1.19,1.78,56.49800000000001
Estonia,2014,1.18,1.8,54.97500000000001
Estonia,2015,1.17,1.82,49.639
Estonia,2016,1.09,1.76,51.568000000000005
Estonia,2017,1.1,1.8,54.31700000000001
Estonia,2018,1.1,1.79,53.782000000000004
Estonia,2019,1.09,1.83,39.291
Estonia,2020,1.1,1.83,30.936000000000003
Europe,1990,1445.58,598.93,23846.686
Europe,1991,1404.03,570.56,23135.110000000004
Europe,1992,1339.86,535.89,20851.413000000004
Europe,1993,1301.65,515.06,20184.111000000004
Europe,1994,1268.22,503.27,19298.519
Europe,1995,1237.8,492.26,19252.203999999998
Europe,1996,1229.51,499.53,19518.746000000003
Europe,1997,1186.36,484.1,18918.738
Europe,1998,1173.12,457.64,18833.445
Europe,1999,1160.0,431.44,18589.871999999996
Europe,2000,1157.57,428.97,18623.068000000003
Europe,2001,1145.58,427.19,19028.987
Europe,2002,1148.28,421.25,18944.11
Europe,2003,1173.48,422.24,19481.864
Europe,2004,1162.45,422.48,19641.766999999996
Europe,2005,1161.84,412.99,19754.655
Europe,2006,1149.69,403.73,20131.070999999996
Europe,2007,1148.15,408.83,20146.037
Europe,2008,1139.09,405.41,19956.907
Europe,2009,1107.4,381.82,18308.172000000002
Europe,2010,1119.63,374.0,19059.603
Europe,2011,1112.06,373.01,18779.522999999997
Europe,2012,1101.14,371.15,18537.325999999997
Europe,2013,1092.82,370.97,18045.438000000002
Europe,2014,1085.76,376.83,17346.807
Europe,2015,1088.3,374.88,17182.846
Europe,2016,1101.76,379.01,17222.584000000003
Europe,2017,1110.79,381.75,17304.686999999998
Europe,2018,1128.57,378.15,17261.695
Europe,2019,1125.63,381.35,16747.007
Europe,2020,1115.12,378.16,15499.837
European Union (27),1990,527.78,341.89,12142.802000000001
European Union (27),1991,516.98,325.4,11895.345000000001
European Union (27),1992,503.49,314.49,11959.225999999999
European Union (27),1993,492.57,310.43,11515.54
European Union (27),1994,483.92,314.23,11365.126000000002
European Union (27),1995,479.37,312.51,11516.646999999999
European Union (27),1996,479.12,321.29,11642.142000000002
European Union (27),1997,474.33,316.3,11423.467999999999
European Union (27),1998,466.36,294.48,11456.636
European Union (27),1999,460.29,283.66,11345.747
European Union (27),2000,457.17,281.37,11417.028000000002
European Union (27),2001,449.75,280.49,11533.938
European Union (27),2002,444.07,275.1,11514.546000000002
European Union (27),2003,440.45,275.85,11843.875
European Union (27),2004,432.64,277.59,11928.448999999999
European Union (27),2005,426.8,271.31,11980.168
European Union (27),2006,421.91,261.72,12093.958000000002
European Union (27),2007,418.5,266.34,12026.775
European Union (27),2008,414.16,252.75,11824.979999999998
European Union (27),2009,408.26,238.85,10798.009000000002
European Union (27),2010,405.36,231.42,11162.678999999998
European Union (27),2011,394.03,225.07,10823.708999999999
European Union (27),2012,390.89,224.27,10406.793000000001
European Union (27),2013,385.4,224.74,10125.660000000002
European Union (27),2014,379.72,226.62,9731.702000000001
European Union (27),2015,380.2,228.32,9784.527000000002
European Union (27),2016,376.43,227.12,9811.341000000002
European Union (27),2017,375.02,229.53,9895.251
European Union (27),2018,369.1,224.02,9777.670999999998
European Union (27),2019,365.59,224.02,9335.046
European Union (27),2020,361.88,220.33,8468.521
Finland,1990,8.55,7.2,194.526
Finland,1991,8.46,6.63,184.929
Finland,1992,8.4,6.44,212.191
Finland,1993,8.37,6.54,197.766
Finland,1994,8.3,6.72,201.796
Finland,1995,8.08,6.71,191.504
Finland,1996,7.98,6.7,202.84
Finland,1997,7.86,6.75,198.89000000000001
Finland,1998,7.62,6.61,190.23000000000002
Finland,1999,7.42,6.65,191.911
Finland,2000,7.09,6.74,193.08999999999997
Finland,2001,6.93,6.65,206.277
Finland,2002,6.68,6.73,211.64700000000002
Finland,2003,6.44,6.85,234.747
Finland,2004,6.21,6.94,223.20600000000002
Finland,2005,5.92,7.01,194.85099999999997
Finland,2006,6.01,6.9,226.447
Finland,2007,5.82,6.93,222.23999999999998
Finland,2008,5.7,7.11,199.91600000000003
Finland,2009,5.58,6.14,181.60499999999996
Finland,2010,5.68,5.71,210.78600000000003
Finland,2011,5.48,5.61,183.98299999999998
Finland,2012,5.47,5.64,170.05500000000004
Finland,2013,5.34,5.74,169.92800000000003
Finland,2014,5.21,5.84,156.68699999999998
Finland,2015,5.13,5.82,143.495
Finland,2016,5.02,5.75,151.601
Finland,2017,4.9,5.8,144.788
Finland,2018,4.75,5.83,149.329
Finland,2019,4.64,6.01,138.159
Finland,2020,4.51,5.88,123.56099999999999
France,1990,70.65,61.69,1279.9419999999998
France,1991,70.56,62.15,1339.877
France,1992,70.01,60.05,1361.372
France,1993,70.15,60.29,1281.3030000000003
France,1994,70.17,61.06,1255.507
France,1995,70.66,61.88,1274.985
France,1996,71.16,64.15,1310.3839999999998
France,1997,70.34,63.52,1281.0620000000001
France,1998,70.57,56.34,1337.8269999999998
France,1999,70.68,51.62,1337.9279999999999
France,2000,72.97,49.49,1332.2459999999999
France,2001,73.23,50.23,1340.825
France,2002,71.93,47.75,1324.045
France,2003,70.79,47.62,1346.508
France,2004,70.07,45.07,1369.7820000000002
France,2005,69.37,43.9,1383.957
France,2006,68.67,43.08,1363.05
France,2007,68.87,44.16,1342.703
France,2008,69.01,42.34,1322.6229999999998
France,2009,67.81,40.15,1246.8950000000002
France,2010,67.7,39.06,1256.3970000000002
France,2011,65.31,37.1,1209.2820000000002
France,2012,64.75,37.7,1192.444
France,2013,64.63,38.65,1183.56
France,2014,63.5,38.9,1088.6029999999998
France,2015,62.91,39.51,1085.293
France,2016,61.99,38.02,1097.6039999999998
France,2017,61.12,39.73,1101.206
France,2018,60.35,38.09,1070.699
France,2019,59.48,37.4,1044.8630000000003
France,2020,58.46,36.21,938.7180000000001
Germany,1990,99.83,67.17,3304.4069999999997
Germany,1991,96.97,66.09,3178.062
Germany,1992,91.52,66.11,3146.3869999999997
Germany,1993,89.98,63.05,3079.1560000000004
Germany,1994,88.51,66.51,3021.3509999999997
Germany,1995,87.49,64.6,3019.8119999999994
Germany,1996,86.23,65.81,3043.208000000001
Germany,1997,83.26,63.29,2941.2320000000004
Germany,1998,79.77,50.77,2927.4300000000003
Germany,1999,77.55,47.12,2880.4500000000003
Germany,2000,74.99,45.45,2881.5280000000002
Germany,2001,73.32,47.11,2910.6659999999997
Germany,2002,71.09,46.91,2824.6729999999993
Germany,2003,68.93,46.67,2866.981
Germany,2004,66.26,47.99,2821.989
Germany,2005,64.63,46.24,2780.156000000001
Germany,2006,62.77,44.81,2797.727
Germany,2007,61.21,48.47,2740.8260000000005
Germany,2008,60.81,46.15,2744.1490000000003
Germany,2009,58.9,46.35,2549.1510000000003
Germany,2010,57.84,39.31,2684.3730000000005
Germany,2011,55.94,37.77,2597.0179999999996
Germany,2012,55.34,37.85,2542.8430000000008
Germany,2013,55.08,38.48,2596.7460000000005
Germany,2014,53.39,39.37,2495.6250000000005
Germany,2015,52.53,38.5,2489.6350000000007
Germany,2016,51.6,37.8,2512.7159999999994
Germany,2017,51.15,36.71,2470.066
Germany,2018,49.6,34.84,2392.88
Germany,2019,48.45,35.03,2256.363
Germany,2020,46.92,33.82,2067.779
Greece,1990,10.84,7.48,263.357
Greece,1991,10.73,7.25,262.22900000000004
Greece,1992,10.81,7.13,274.591
Greece,1993,10.91,6.68,267.999
Greece,1994,11.12,6.81,272.199
Greece,1995,11.19,6.62,274.51399999999995
Greece,1996,11.41,6.91,277.185
Greece,1997,11.36,6.62,287.75
Greece,1998,11.71,6.48,304.645
Greece,1999,11.5,6.41,299.344
Greece,2000,11.61,6.49,310.49
Greece,2001,10.81,6.19,317.13199999999995
Greece,2002,10.86,6.12,319.45300000000003
Greece,2003,10.9,6.04,315.447
Greece,2004,11.08,6.1,312.871
Greece,2005,11.07,5.88,321.3960000000001
Greece,2006,11.14,5.68,320.852
Greece,2007,11.17,5.97,326.08599999999996
Greece,2008,11.04,5.66,319.35699999999997
Greece,2009,10.7,5.42,314.621
Greece,2010,10.87,5.65,286.61699999999996
Greece,2011,10.73,5.44,271.452
Greece,2012,10.59,5.17,257.412
Greece,2013,10.21,4.88,226.791
Greece,2014,10.09,4.74,216.809
Greece,2015,9.93,4.57,205.74
Greece,2016,9.61,4.56,199.792
Greece,2017,9.66,4.61,206.36800000000002
Greece,2018,9.37,4.41,201.17700000000002
Greece,2019,9.35,4.42,183.974
Greece,2020,9.41,4.43,162.93800000000002
High-income countries,1990,1783.16,835.46,38111.875
High-income countries,1991,1790.04,818.2,39025.247
High-income countries,1992,1793.17,812.44,39091.068999999996
High-income countries,1993,1782.97,809.97,39055.23299999999
High-income countries,1994,1795.58,827.64,39609.321
High-income countries,1995,1794.47,830.42,39936.94
High-income countries,1996,1798.74,848.87,40940.285
High-income countries,1997,1793.38,835.39,41064.888
High-income countries,1998,1781.4,813.15,41032.974
High-income countries,1999,1769.26,798.58,41593.492000000006
High-income countries,2000,1773.93,801.32,43071.424000000006
High-income countries,2001,1763.41,798.77,42847.24799999999
High-income countries,2002,1744.05,787.83,43257.416
High-income countries,2003,1714.59,762.85,44372.263999999996
High-income countries,2004,1726.78,789.9,45145.09300000001
