country,year,methane,nitrous_oxide,total_co2
Switzerland,2016,5.21,2.49,239.917
Switzerland,2017,5.16,2.49,204.615
Switzerland,2018,5.13,2.46,198.749
Switzerland,2019,5.04,2.4,195.05699999999996
Switzerland,2020,4.98,2.4,175.49
Turkey,1990,38.21,26.8,518.605
Turkey,1991,37.04,25.61,529.886
Turkey,1992,37.74,26.57,577.624
Turkey,1993,37.58,27.58,573.5640000000001
Turkey,1994,37.03,24.77,545.391
Turkey,1995,36.97,25.13,586.534
Turkey,1996,36.9,25.69,609.9570000000001
Turkey,1997,37.65,25.77,648.9630000000001
Turkey,1998,37.22,27.06,651.163
Turkey,1999,38.16,27.0,646.7539999999999
Turkey,2000,38.78,26.52,715.0160000000002
Turkey,2001,37.97,23.95,632.3969999999999
Turkey,2002,37.34,24.31,667.6949999999999
Turkey,2003,37.02,24.8,721.184
Turkey,2004,37.08,24.97,769.16
Turkey,2005,38.45,25.38,835.082
Turkey,2006,39.8,26.9,893.633
Turkey,2007,42.27,25.68,992.111
Turkey,2008,42.84,23.83,973.21
Turkey,2009,42.41,26.78,959.328
Turkey,2010,42.38,26.26,986.7999999999998
Turkey,2011,44.0,26.15,1072.023
Turkey,2012,45.46,28.31,1110.726
Turkey,2013,44.42,30.78,1081.9869999999999
Turkey,2014,46.62,30.61,1127.545
Turkey,2015,42.51,31.02,1183.218
Turkey,2016,44.56,33.27,1231.878
Turkey,2017,44.98,32.87,1304.7150000000004
Turkey,2018,48.22,33.42,1271.213
Turkey,2019,49.36,34.98,1203.044
Turkey,2020,50.46,38.15,1224.6280000000002
Ukraine,1990,91.93,44.58,1915.137
Ukraine,1991,88.91,41.87,1723.0640000000003
Ukraine,1992,81.03,37.76,1619.4189999999999
Ukraine,1993,77.41,33.33,1393.9969999999998
Ukraine,1994,73.94,30.85,1113.2169999999999
Ukraine,1995,69.68,28.1,999.42
Ukraine,1996,65.68,24.61,991.6429999999999
Ukraine,1997,60.09,24.31,957.928
Ukraine,1998,53.81,21.71,901.807
Ukraine,1999,52.07,20.47,834.9889999999999
Ukraine,2000,49.72,20.28,793.2760000000001
Ukraine,2001,47.21,20.62,864.807
Ukraine,2002,47.49,21.56,842.938
Ukraine,2003,47.2,20.38,851.5639999999999
Ukraine,2004,44.74,19.85,847.629
Ukraine,2005,43.4,19.76,878.086
Ukraine,2006,41.84,20.01,932.3480000000002
Ukraine,2007,41.56,21.12,966.541
Ukraine,2008,39.74,22.81,951.082
Ukraine,2009,37.0,20.38,806.3710000000001
Ukraine,2010,38.07,21.54,837.128
Ukraine,2011,36.97,24.01,885.501
Ukraine,2012,36.6,23.39,881.7899999999998
Ukraine,2013,37.11,25.15,868.3210000000001
Ukraine,2014,35.73,25.0,737.652
Ukraine,2015,33.93,24.17,632.457
Ukraine,2016,33.59,25.5,647.826
Ukraine,2017,33.45,26.28,627.351
Ukraine,2018,33.7,26.9,674.6409999999998
Ukraine,2019,33.2,27.59,649.7510000000002
Ukraine,2020,32.47,28.56,602.715
United Kingdom,1990,111.25,59.04,1873.497
United Kingdom,1991,111.74,58.14,1895.589
United Kingdom,1992,112.05,52.91,1880.3599999999997
United Kingdom,1993,113.49,48.89,1816.5580000000002
United Kingdom,1994,115.63,49.47,1797.7939999999999
United Kingdom,1995,116.51,47.77,1776.6499999999999
United Kingdom,1996,117.55,48.63,1846.378
United Kingdom,1997,116.73,47.97,1797.547
United Kingdom,1998,116.0,47.73,1833.084
United Kingdom,1999,113.76,37.96,1805.462
United Kingdom,2000,109.9,36.94,1882.1760000000002
United Kingdom,2001,104.86,35.54,1882.487
United Kingdom,2002,102.72,33.51,1855.965
United Kingdom,2003,98.44,33.11,1891.784
United Kingdom,2004,93.27,34.01,1906.837
United Kingdom,2005,89.38,32.84,1890.8110000000004
United Kingdom,2006,84.85,31.78,1889.7179999999998
United Kingdom,2007,80.57,31.83,1871.451
United Kingdom,2008,75.04,31.64,1809.482
United Kingdom,2009,69.48,29.33,1616.9470000000001
United Kingdom,2010,64.55,29.85,1700.5949999999998
United Kingdom,2011,60.59,28.9,1551.858
United Kingdom,2012,58.3,28.5,1610.712
United Kingdom,2013,54.46,28.5,1573.6109999999999
United Kingdom,2014,52.0,29.3,1474.0659999999998
United Kingdom,2015,51.49,29.19,1433.562
United Kingdom,2016,53.07,28.93,1372.391
United Kingdom,2017,52.8,29.19,1321.0010000000002
United Kingdom,2018,52.23,28.96,1293.063
United Kingdom,2019,51.5,29.22,1243.335
United Kingdom,2020,50.42,27.7,1113.3310000000001
United States,1990,673.88,239.74,15289.944
United States,1991,675.93,238.78,15087.184000000001
United States,1992,679.03,243.25,15496.680999999999
United States,1993,671.94,246.39,15753.184999999998
United States,1994,684.61,253.52,16041.113999999998
United States,1995,682.64,255.78,16222.97
United States,1996,681.39,262.89,16766.36
United States,1997,671.83,256.15,17022.291000000005
United States,1998,660.22,253.39,17278.196
United States,1999,648.0,251.84,17597.981
United States,2000,644.08,250.7,18274.211
United States,2001,636.64,244.76,17992.368
United States,2002,630.0,246.4,18186.091000000004
United States,2003,630.12,255.03,18509.004999999994
United States,2004,628.78,253.0,18842.943
United States,2005,629.14,255.72,18988.43
United States,2006,630.36,263.82,18813.091999999997
United States,2007,636.64,268.0,18899.462999999996
United States,2008,645.0,250.3,18145.589
United States,2009,635.32,249.19,16740.902000000002
United States,2010,653.3,256.66,17325.244
United States,2011,659.04,264.28,16911.14
United States,2012,671.09,256.03,16340.386
United States,2013,674.34,258.22,16698.926
United States,2014,699.9,259.33,16894.183999999997
United States,2015,702.68,259.86,16543.227000000003
United States,2016,683.93,265.33,16166.590999999997
United States,2017,701.26,264.58,16055.471000000001
United States,2018,744.96,267.19,16553.746000000003
United States,2019,785.07,264.12,16209.975
United States,2020,750.83,260.82,14615.814
Upper-middle-income countries,1990,2787.78,809.97,21064.953999999998
Upper-middle-income countries,1991,2774.46,805.44,21132.481999999996
Upper-middle-income countries,1992,2705.23,795.35,19310.75
Upper-middle-income countries,1993,2717.09,781.5,20132.150000000005
Upper-middle-income countries,1994,2711.83,781.07,20121.862
Upper-middle-income countries,1995,2758.83,819.52,21023.102000000003
Upper-middle-income countries,1996,2781.37,838.58,21626.602999999996
Upper-middle-income countries,1997,2728.72,805.46,21609.09
Upper-middle-income countries,1998,2775.32,829.63,21194.494000000006
Upper-middle-income countries,1999,2753.04,834.45,21622.269
Upper-middle-income countries,2000,2793.9,826.92,22074.773
Upper-middle-income countries,2001,2798.42,839.4,22498.586000000003
Upper-middle-income countries,2002,2821.87,882.07,23611.852
Upper-middle-income countries,2003,2917.88,895.95,26065.604999999996
Upper-middle-income countries,2004,3039.22,920.85,27582.501
Upper-middle-income countries,2005,3127.82,934.98,29579.64
Upper-middle-income countries,2006,3165.84,945.68,31725.841999999993
Upper-middle-income countries,2007,3234.52,976.05,33422.737
Upper-middle-income countries,2008,3276.53,985.83,35327.020999999986
Upper-middle-income countries,2009,3240.06,983.46,36417.22099999999
Upper-middle-income countries,2010,3351.39,1032.82,39266.918999999994
Upper-middle-income countries,2011,3397.33,1043.69,42332.871999999996
Upper-middle-income countries,2012,3462.95,1055.15,43611.718
Upper-middle-income countries,2013,3473.59,1064.34,44303.062000000005
Upper-middle-income countries,2014,3496.02,1086.19,44660.895
Upper-middle-income countries,2015,3501.78,1094.25,44196.549
Upper-middle-income countries,2016,3473.25,1109.22,43918.184
Upper-middle-income countries,2017,3496.02,1130.35,44851.33200000001
Upper-middle-income countries,2018,3524.07,1108.37,45916.21
Upper-middle-income countries,2019,3554.75,1121.44,46947.43000000001
Upper-middle-income countries,2020,3493.3,1145.37,46604.988999999994
World,1990,6936.68,2368.32,68258.102
World,1991,6972.61,2354.73,69688.426
World,1992,6932.75,2348.68,67701.597
World,1993,6958.63,2332.57,68395.04900000001
World,1994,6996.12,2421.53,69104.32600000002
World,1995,7080.75,2475.69,70573.47200000001
World,1996,7097.47,2479.34,72750.488
World,1997,7328.28,2466.49,73187.85
World,1998,7204.1,2496.63,72992.83799999999
World,1999,7150.24,2483.51,74500.482
World,2000,7173.64,2475.74,76503.863
World,2001,7129.96,2506.68,77024.79000000001
World,2002,7270.7,2567.67,78744.86900000002
World,2003,7344.2,2608.23,82945.945
World,2004,7597.86,2689.61,85860.57900000001
World,2005,7655.39,2702.48,88776.309
World,2006,7840.96,2735.1,91817.30500000001
World,2007,7817.43,2803.84,94499.2
World,2008,7860.49,2769.83,96125.707
World,2009,7884.34,2770.11,94479.79999999999
World,2010,7986.74,2853.5,99918.98500000002
World,2011,8142.05,2915.9,103309.409
World,2012,8226.45,2936.0,104806.35900000001
World,2013,8203.1,2912.82,105697.401
World,2014,8358.29,2961.01,106398.58499999999
World,2015,8406.97,2995.08,106389.64899999996
World,2016,8290.55,3020.14,106380.08
World,2017,8377.51,3082.43,108076.35400000002
World,2018,8528.19,3066.1,110300.836
World,2019,8654.75,3099.48,111120.30599999998
World,2020,8428.66,3126.7,105023.214
